,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
2204,4205,34508511,3400,1.0,1,800,3,9.0,87,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
2205,1819,58514388,3350,1.0,1,700,2,38.0,34,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2206,10051,90569628,1700,1.0,1,500,2,4.0,76,0,0,0,0,0,0,0,0,Hamilton Heights,All Upper Manhattan,Manhattan
2207,7726,39170029,2895,1.0,1,650,1,2.0,88,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2210,8856,32178621,4600,1.0,1,960,4,6.0,33,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2212,8351,46258881,1997,1.0,1,707,6,15.0,55,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
2215,8630,38230508,3450,1.0,1,632,2,21.0,41,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2219,1743,27580462,3000,1.0,1,707,6,14.0,28,1,1,0,1,1,0,1,1,Midtown East,All Midtown,Manhattan
2227,3559,12717179,3500,1.0,1,784,1,15.0,104,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2229,6660,50113493,3545,1.0,1,720,5,15.0,17,1,1,0,0,0,0,0,1,Upper West Side,All Upper West Side,Manhattan
2233,4837,49239817,4000,1.0,1,750,13,19.0,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2237,3197,36199025,3900,1.0,1,722,8,9.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2239,7280,92445920,3000,1.0,1,782,1,5.0,27,0,0,0,1,1,0,1,0,Upper West Side,All Upper West Side,Manhattan
2244,5343,83895297,3420,1.0,1,645,4,12.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2246,6191,99428575,2900,1.0,1,520,1,10.0,8,0,0,0,0,0,0,0,0,Chinatown,All Downtown,Manhattan
2250,2497,37809936,3905,1.0,1,681,1,18.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2252,882,60724757,2000,1.0,1,597,5,1.0,96,1,0,0,0,0,0,0,0,Hamilton Heights,All Upper Manhattan,Manhattan
2254,10396,91440509,4177,1.0,1,586,2,31.0,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2256,7643,33299325,4800,1.0,1,734,43,8.0,8,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2264,6305,29532281,6000,1.0,1,750,2,8.0,8,0,1,0,1,1,1,0,1,East Village,All Downtown,Manhattan
2269,1287,65033177,3900,1.0,1,765,12,2.0,7,0,0,0,1,1,0,0,0,Chelsea,All Downtown,Manhattan
2270,2763,49275912,3636,1.0,1,846,5,23.0,13,1,0,0,1,1,0,0,0,Midtown South,All Midtown,Manhattan
2274,5509,89197252,4000,1.0,1,670,2,28.0,9,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2275,7907,33975962,3759,1.0,1,745,7,5.0,7,0,0,0,1,1,0,1,1,Midtown East,All Midtown,Manhattan
2278,9695,43656940,4600,1.0,1,950,9,16.0,86,1,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2281,4760,69253610,3465,1.0,1,650,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2282,6118,90958603,3050,1.0,1,620,4,6.0,31,0,1,0,0,1,0,0,0,Battery Park City,All Downtown,Manhattan
2293,5727,28581461,3200,1.0,1,600,3,4.0,101,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2297,10076,75675056,4500,1.0,1,643,4,28.0,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2306,749,83895297,3500,1.0,1,594,4,17.0,18,1,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2315,8184,26359612,4000,1.0,1,807,2,5.0,116,0,0,0,1,0,0,0,0,East Village,All Downtown,Manhattan
2316,1546,2001035,3895,1.0,1,693,2,2.0,106,0,0,1,1,1,0,0,1,West Village,All Downtown,Manhattan
2324,3665,13723263,4100,1.0,1,789,7,9.0,9,0,1,0,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
2325,7652,95378356,3300,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2326,8885,75675056,3800,1.0,1,600,4,7.0,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2328,9027,20841162,2950,1.0,1,600,2,6.0,98,0,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
2331,7562,10701196,7495,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
2332,1098,35809557,3900,1.0,1,815,2,17.0,38,1,0,1,0,0,1,0,0,Midtown West,All Midtown,Manhattan
2335,4533,35463851,4200,1.0,1,787,1,11.0,30,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
2336,4619,70960798,3725,1.0,1,647,1,22.0,116,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2337,850,49239817,3600,1.0,1,759,13,11.0,9,0,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
2338,2342,69979707,6995,1.0,2,1236,5,11.0,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2340,3056,89350374,3550,1.0,1,751,5,8.0,1,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
2349,5166,84789849,4995,1.0,1,999,5,27.0,9,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
2352,416,3032139,3365,1.0,1,536,2,9.0,99,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2365,4798,5894112,4250,1.0,1,684,2,3.0,32,0,0,0,1,1,0,0,0,East Village,All Downtown,Manhattan
2371,5903,66400208,2595,1.0,1,650,5,5.0,101,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2375,7587,80770041,2853,1.0,1,700,10,12.0,4,1,0,0,1,1,0,0,0,Long Island City,Northwest Queens,Manhattan
2376,6586,18680844,3500,1.0,1,710,1,4.0,53,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
2378,593,23365648,3700,1.0,1,805,7,17.0,9,1,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2379,49,73591519,3595,1.0,1,650,9,11.0,52,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2383,1083,7258377,4510,1.0,1,641,4,27.0,16,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2390,2086,93176086,2550,1.0,1,716,5,0.0,96,0,1,1,1,1,1,0,1,Central Harlem,All Upper Manhattan,Manhattan
2391,4617,63857454,3360,1.0,1,710,3,5.0,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2393,9520,53123670,2975,1.0,1,570,6,5.0,42,0,0,1,0,0,1,1,0,Upper East Side,All Upper East Side,Manhattan
2394,5004,72754608,3250,1.0,1,833,7,25.0,41,0,0,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
2396,3841,37204663,3500,1.0,1,770,10,12.0,27,0,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2397,8828,85611579,3500,1.0,1,824,3,6.0,55,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
2398,6079,3032139,3610,1.0,1,564,2,15.0,99,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2402,8641,95378356,3200,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2404,4962,4662060,2100,1.0,1,600,3,3.0,107,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
2406,5391,48979294,3650,1.0,1,650,2,13.0,53,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
2408,5570,59779744,3250,1.0,1,662,2,31.0,29,0,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
2414,2652,2849860,3550,1.0,1,735,7,19.0,39,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2415,781,36199025,4110,1.0,1,722,8,8.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2424,720,50113493,4680,1.0,1,896,5,20.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2431,10449,84137202,5995,1.0,1,796,0,24.0,2,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2435,2408,95698673,6000,1.0,1,750,5,4.0,106,0,0,1,0,0,1,0,0,West Village,All Downtown,Manhattan
2439,3219,29090765,3400,1.0,1,750,9,23.0,87,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2441,3567,70711994,2900,1.0,1,475,1,10.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2451,3641,13290871,5500,1.0,1,1000,3,3.0,116,1,0,0,0,1,0,0,0,East Village,All Downtown,Manhattan
2456,4003,47607639,3590,1.0,1,626,7,27.0,39,1,0,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
2463,4794,71995775,3300,1.0,1,885,5,3.0,31,0,1,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan
2465,2800,20443692,2400,1.0,1,695,6,2.0,9,0,1,1,1,1,0,1,1,East Harlem,All Upper Manhattan,Manhattan
2469,6497,23977456,3100,1.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2472,9841,35403230,1525,1.0,1,415,2,2.0,96,1,0,0,0,0,0,0,0,Inwood,All Upper Manhattan,Manhattan
2473,4720,76909719,4725,1.0,1,865,2,35.0,29,0,0,0,0,0,0,1,0,Midtown,All Midtown,Manhattan
2478,4642,6287669,4000,1.0,1,788,2,23.0,26,0,0,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan
2480,2550,34603884,4100,1.0,2,1312,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
2481,2311,86130980,1895,1.0,1,700,3,3.0,106,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
2484,3040,64455992,2750,1.0,1,600,7,1.0,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2486,4795,97290038,3800,1.0,1,632,6,4.0,14,0,0,1,1,1,1,0,0,East Village,All Downtown,Manhattan
2488,5003,66540513,3350,1.0,1,722,7,3.0,12,0,0,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
2489,11265,34603884,3800,1.0,2,1100,11,1.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
2495,297,67242797,4200,1.0,1,650,2,10.0,89,1,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
2499,4957,91319756,2975,1.0,1,700,1,2.0,75,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2501,6101,29203171,4300,1.0,1,777,5,8.0,31,0,1,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
2512,6763,66722812,4700,1.0,1,800,9,4.0,88,0,0,1,1,1,0,0,1,East Village,All Downtown,Manhattan
2515,8190,24990628,4175,1.0,1,713,4,9.0,19,1,1,1,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
2517,9861,72510033,4020,1.0,1,601,4,12.0,51,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2522,1620,60488407,4300,1.0,1,950,6,18.0,60,0,1,1,1,1,0,0,1,Midtown East,All Midtown,Manhattan
2528,11251,19236773,1550,1.0,1,700,2,4.0,93,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
2530,6012,84468515,4300,1.0,1,965,1,3.0,107,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2531,8615,69837186,3695,1.0,1,674,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2534,10776,50346308,2595,1.0,1,650,13,3.0,13,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2541,8065,36199025,4120,1.0,1,722,8,12.0,16,1,0,1,0,0,1,0,0,Midtown East,All Midtown,Manhattan
2542,1393,21289071,3800,1.0,1,720,1,20.0,29,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
2547,2890,7111929,3250,1.0,1,775,4,5.0,106,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2555,4621,47607639,4855,1.0,1,941,7,25.0,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2556,5667,47607639,3805,1.0,1,634,7,24.0,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2562,809,85252458,2450,1.0,1,575,5,2.0,116,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2563,1584,35809557,4875,1.0,1,796,2,20.0,38,0,0,0,0,0,0,1,0,Midtown West,All Midtown,Manhattan
2566,10073,91094424,3500,1.0,1,940,2,5.0,116,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2567,8160,39822221,3400,1.0,1,709,4,3.0,116,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
2570,3971,70711994,3200,1.0,1,610,1,6.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2571,6,59414256,4000,1.0,1,830,1,8.0,88,0,1,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
2578,722,37029192,3577,1.0,1,587,3,3.0,96,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2580,6477,10313123,3525,1.0,0,950,5,4.0,81,0,0,1,1,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
2583,4847,37658842,3400,1.0,1,625,5,2.0,57,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2592,1134,47270803,6500,1.0,1,1005,4,3.0,115,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2595,1431,80731236,3500,1.0,1,675,6,1.0,92,0,0,1,0,0,1,0,0,Upper East Side,All Upper East Side,Manhattan
2597,5612,54518513,4600,1.0,1,800,1,2.0,108,0,0,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
2599,3816,86016391,3500,1.0,1,785,10,6.0,6,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2600,8146,98866789,2500,1.0,1,700,5,4.0,106,0,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2602,6533,14300786,1850,1.0,1,650,3,1.0,89,0,0,0,0,0,0,0,0,Inwood,All Upper Manhattan,Manhattan
2604,201,74866705,3900,1.0,1,575,3,14.0,27,0,0,0,1,1,0,0,0,Chelsea,All Downtown,Manhattan
2605,2320,84789849,3850,1.0,1,748,5,17.0,9,0,1,1,1,1,0,0,0,Midtown,All Midtown,Manhattan
2606,6528,9163439,3325,1.0,2,640,2,6.0,120,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2613,4931,32106107,2995,1.0,1,653,0,6.0,75,0,0,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2622,10271,64577130,3500,1.0,1,673,3,6.0,28,0,0,0,1,0,0,0,0,Battery Park City,All Downtown,Manhattan
2627,4841,5045026,3196,1.0,1,500,9,6.0,76,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2629,9194,95378356,3150,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2632,2402,93814173,5500,1.0,1,890,2,23.0,11,1,1,0,1,1,0,1,1,Midtown,All Midtown,Manhattan
2637,9153,50473270,2300,1.0,1,600,3,5.0,77,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2645,11330,35632183,5500,1.0,2,850,0,7.0,56,0,0,0,0,0,0,1,0,Upper East Side,All Upper East Side,Manhattan
2646,2806,64460629,3350,1.0,1,730,8,14.0,32,1,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2647,71,72311220,6000,1.0,1,1100,4,14.0,43,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2651,4994,15555409,2300,1.0,1,500,2,4.0,116,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2652,11299,34603884,3898,1.0,2,1201,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
2653,728,67242797,3250,1.0,1,600,2,10.0,89,0,1,1,1,1,1,0,1,Midtown,All Midtown,Manhattan
2656,13,52866187,3700,1.0,1,700,10,37.0,13,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2659,10221,77787201,5000,1.0,1,706,3,9.0,116,0,0,0,1,1,1,0,0,Flatiron,All Downtown,Manhattan
2667,706,35809557,3800,1.0,1,585,2,32.0,38,0,0,1,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2668,6597,85586828,3250,1.0,1,650,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2671,5588,35809557,4500,1.0,1,757,2,37.0,38,0,0,0,0,1,0,0,0,Midtown West,All Midtown,Manhattan
2675,2900,19335948,3200,1.0,1,603,3,4.0,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2679,9195,23907649,1699,1.0,1,600,2,2.0,87,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
2683,2445,89197252,3700,1.0,1,741,2,25.0,9,0,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan
2684,10256,72311220,3400,1.0,1,535,4,8.0,43,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2685,7980,26998106,5250,1.0,1,827,2,35.0,42,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2686,10386,50113493,4040,1.0,1,825,5,8.0,17,1,0,1,0,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2692,9158,5346432,3700,1.0,1,700,4,9.0,31,0,0,1,1,1,0,0,1,Chelsea,All Downtown,Manhattan
2693,7207,16994457,5350,1.0,1,917,3,10.0,103,0,0,0,1,1,0,0,1,Flatiron,All Downtown,Manhattan
2694,10620,64789123,2695,1.0,1,650,2,1.0,56,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2697,3990,58993577,3150,1.0,1,618,14,28.0,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2698,3146,10701196,7795,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
2699,2072,33975962,3600,1.0,1,672,7,5.0,7,0,1,1,0,1,0,0,0,Midtown East,All Midtown,Manhattan
2708,2962,69160558,4400,1.0,1,812,3,7.0,94,0,1,1,1,1,1,0,1,Midtown South,All Midtown,Manhattan
2713,10999,63857454,3755,1.0,1,688,3,11.0,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2721,1215,88062922,3600,1.0,1,770,10,9.0,9,0,0,0,1,1,0,0,0,Gramercy Park,All Downtown,Manhattan
2723,1217,80017880,3950,1.0,1,866,12,39.0,27,0,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2724,10130,14371145,6300,1.0,2,992,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2726,1703,66566183,4100,1.0,1,646,1,8.0,6,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2727,10715,98314227,3000,1.0,1,750,4,1.0,66,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2739,6138,19335948,3275,1.0,1,640,3,3.0,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2740,1518,89197252,4400,1.0,1,778,2,46.0,9,0,0,1,0,1,0,0,0,Midtown West,All Midtown,Manhattan
2741,2673,92994390,4405,1.0,1,679,5,10.0,9,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
2742,9886,35809557,3200,1.0,1,585,2,20.0,38,1,0,1,0,0,0,0,1,Midtown West,All Midtown,Manhattan
2743,831,36677865,4700,1.0,1,747,2,39.0,6,0,0,0,1,1,1,0,1,Financial District,All Downtown,Manhattan
2745,4282,31420407,7000,1.0,2,1068,1,4.0,8,0,0,0,0,0,1,0,0,Flatiron,All Downtown,Manhattan
2753,11258,29790601,2950,1.0,1,700,7,15.0,12,0,1,1,1,1,0,0,1,Roosevelt Island,All Upper East Side,Manhattan
2759,11250,34603884,3400,1.0,1,1164,11,2.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
2764,2796,24878058,3000,1.0,1,600,5,2.0,116,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
2768,4038,91931807,4850,1.0,1,754,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2769,2905,59414256,4900,1.0,1,1200,1,14.0,88,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2771,2551,10879123,2300,1.0,1,883,3,1.0,85,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
2777,4114,90209478,2950,1.0,1,775,4,6.0,87,0,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2782,4345,87356164,3742,1.0,1,624,12,9.0,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2784,7929,74905869,4000,1.0,1,587,3,6.0,52,1,1,0,0,1,0,0,0,Tribeca,All Downtown,Manhattan
2785,961,23640165,4195,1.0,1,632,2,17.0,89,1,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
2787,2465,71691994,4405,1.0,1,586,3,3.0,16,1,0,0,0,1,0,0,0,Chelsea,All Downtown,Manhattan
2797,7505,63444189,2269,1.0,1,775,6,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2798,4704,73605280,3675,1.0,1,850,4,4.0,76,0,1,1,1,0,1,0,1,East Village,All Downtown,Manhattan
2799,7960,93814173,4900,1.0,1,870,2,9.0,11,0,1,1,0,0,1,0,0,Midtown,All Midtown,Manhattan
2800,6198,75474741,2695,1.0,1,550,2,2.0,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2803,1157,37192392,4600,1.0,1,832,2,38.0,8,0,0,1,0,1,1,0,0,Financial District,All Downtown,Manhattan
2804,1410,47209462,4000,1.0,1,450,3,7.0,52,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2807,4652,37204663,3800,1.0,1,768,10,39.0,27,0,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan
2811,5591,88369521,3500,1.0,1,670,3,2.0,106,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2815,8254,6888415,2995,1.0,1,800,3,2.0,35,0,1,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
2821,5229,91440509,4072,1.0,1,616,2,35.0,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2822,11001,38230508,3295,1.0,1,578,2,15.0,41,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2830,2573,28946905,4135,1.0,1,657,1,12.0,29,1,0,0,1,1,1,0,0,Chelsea,All Downtown,Manhattan
2833,1314,71284315,4000,1.0,1,850,2,17.0,27,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
2836,59,26525530,7145,1.0,2,1321,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2839,5144,78169681,3190,1.0,1,600,6,4.0,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2840,10052,28668251,1600,1.0,1,400,3,4.0,116,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
2841,8614,54696794,3530,1.0,1,692,10,3.0,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2845,2219,71963906,3095,1.0,1,700,10,4.0,116,0,1,0,1,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2849,7734,67734427,4325,1.0,1,600,2,21.0,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2858,3210,43216137,3895,1.0,1,570,2,4.0,29,1,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
2859,4612,85381766,3700,1.0,1,766,4,7.0,87,0,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2861,8625,81409333,5675,1.0,1,712,8,11.0,10,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
2863,9766,60982217,3450,1.0,1,536,1,19.0,29,0,0,1,1,0,1,0,0,Midtown West,All Midtown,Manhattan
2869,1086,37809936,3635,1.0,1,680,1,22.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2877,9148,2477615,5000,1.0,1,820,9,7.0,86,1,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
2878,3464,70307461,3975,1.0,1,775,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
2882,348,20884613,3786,1.0,1,833,3,7.0,44,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2884,7048,86168443,4000,1.0,1,750,7,3.0,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2886,2924,7445307,3850,1.0,1,800,9,16.0,86,0,0,1,0,0,1,1,0,Gramercy Park,All Downtown,Manhattan
2887,6448,2440455,3785,1.0,1,550,2,22.0,35,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2888,7159,14686975,3100,1.0,1,629,8,24.0,18,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2894,6670,37809936,3570,1.0,1,660,1,6.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2895,6751,58118390,3425,1.0,1,800,3,5.0,89,0,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
2897,278,37029192,3600,1.0,1,549,3,4.0,96,0,0,0,0,0,1,0,0,East Village,All Downtown,Manhattan
2899,2892,24990628,4425,1.0,1,776,4,14.0,19,1,1,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
2901,2429,51883798,5600,1.0,1,793,2,21.0,10,0,0,1,0,1,0,0,0,Chelsea,All Downtown,Manhattan
2902,4628,55944355,5330,1.0,1,729,2,29.0,13,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2903,4331,38013264,1750,1.0,1,550,5,3.0,106,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
2911,1214,15462646,4995,1.0,1,815,3,7.0,8,0,0,0,1,1,0,0,0,Greenwich Village,All Downtown,Manhattan
2914,6734,59779744,3600,1.0,1,610,2,26.0,29,0,0,1,1,0,0,0,0,Battery Park City,All Downtown,Manhattan
2916,2268,18404508,4270,1.0,1,657,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2921,2505,11075934,2500,1.0,1,550,1,3.0,106,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2922,8931,15598032,3900,1.0,1,721,3,19.0,15,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2924,7934,75848925,3100,1.0,1,764,0,4.0,87,0,1,1,0,1,1,0,1,Financial District,All Downtown,Manhattan
2925,2145,57350076,7000,1.0,2,1224,1,35.0,41,0,1,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
2926,2748,81409333,6200,1.0,1,689,8,18.0,10,0,1,0,1,1,0,0,1,Chelsea,All Downtown,Manhattan
