hotel,reservation_status,arrival date,arrival day of week,number of special requests
City Hotel,Canceled,12/5/15,Sat,3
City Hotel,Canceled,7/1/17,Sat,2
Resort Hotel,Check-Out,3/9/16,Wed,0
Resort Hotel,Check-Out,11/12/16,Sat,0
City Hotel,Canceled,7/11/17,Tue,1
City Hotel,Check-Out,8/18/16,Thu,0
City Hotel,Check-Out,2/5/16,Fri,0
Resort Hotel,Canceled,7/8/17,Sat,0
City Hotel,Canceled,8/7/16,Sun,0
City Hotel,Canceled,8/27/16,Sat,0
City Hotel,Check-Out,12/26/15,Sat,0
Resort Hotel,Canceled,1/30/17,Mon,2
City Hotel,Check-Out,7/15/15,Wed,0
Resort Hotel,Check-Out,12/1/16,Thu,0
City Hotel,Check-Out,5/24/17,Wed,0
Resort Hotel,Check-Out,8/20/15,Thu,0
City Hotel,Canceled,2/17/17,Fri,0
City Hotel,Check-Out,4/23/17,Sun,2
City Hotel,Canceled,8/17/17,Thu,1
City Hotel,Check-Out,1/19/17,Thu,0
City Hotel,Check-Out,1/11/16,Mon,2
City Hotel,Check-Out,11/4/16,Fri,2
Resort Hotel,No-Show,6/30/17,Fri,2
Resort Hotel,Canceled,12/5/15,Sat,1
Resort Hotel,,9/15/16,Thu,0
Resort Hotel,Check-Out,11/5/16,Sat,0
City Hotel,Check-Out,4/12/17,Wed,0
City Hotel,Check-Out,1/20/17,Fri,0
Resort Hotel,Canceled,8/7/17,Mon,0
City Hotel,Canceled,7/5/17,Wed,1
City Hotel,Canceled,12/22/16,Thu,0
City Hotel,Check-Out,8/2/16,Tue,0
City Hotel,Canceled,4/20/17,Thu,1
City Hotel,Check-Out,1/1/17,Sun,0
City Hotel,Check-Out,8/22/15,Sat,1
Resort Hotel,Canceled,8/6/16,Sat,0
City Hotel,Check-Out,4/13/17,Thu,0
City Hotel,Canceled,5/30/17,Tue,2
City Hotel,Canceled,2/26/17,Sun,0
City Hotel,Canceled,4/6/16,Wed,0
City Hotel,Check-Out,11/23/15,Mon,0
Resort Hotel,Canceled,2/26/16,Fri,0
City Hotel,Check-Out,6/4/17,Sun,0
City Hotel,Canceled,7/6/16,Wed,0
Resort Hotel,Check-Out,4/14/17,Fri,0
City Hotel,Canceled,4/9/17,Sun,0
City Hotel,Canceled,5/13/16,Fri,0
Resort Hotel,Check-Out,12/31/16,Sat,1
City Hotel,Canceled,11/4/16,Fri,0
Resort Hotel,Check-Out,1/26/17,Thu,0
City Hotel,Check-Out,9/19/15,Sat,1
City Hotel,Check-Out,2/23/17,Thu,0
City Hotel,Canceled,7/29/17,Sat,2
Resort Hotel,Check-Out,10/19/15,Mon,0
City Hotel,Check-Out,12/10/15,Thu,1
City Hotel,Canceled,7/26/16,Tue,0
City Hotel,Check-Out,8/19/16,Fri,1
City Hotel,,9/20/16,Tue,0
City Hotel,Check-Out,11/2/16,Wed,2
City Hotel,Check-Out,10/20/15,Tue,1
City Hotel,Check-Out,10/23/15,Fri,1
City Hotel,No-Show,10/5/16,Wed,0
City Hotel,Check-Out,3/26/16,Sat,0
City Hotel,Canceled,6/23/17,Fri,1
Resort Hotel,Canceled,2/4/16,Thu,0
City Hotel,Canceled,12/22/16,Thu,0
City Hotel,Canceled,6/23/16,Thu,0
City Hotel,Check-Out,11/15/16,Tue,2
City Hotel,Canceled,12/5/16,Mon,0
City Hotel,Canceled,9/25/15,Fri,0
City Hotel,Check-Out,4/3/17,Mon,0
City Hotel,Canceled,7/2/16,Sat,0
Resort Hotel,Check-Out,7/25/15,Sat,0
City Hotel,Check-Out,5/22/16,Sun,0
Resort Hotel,Check-Out,11/21/15,Sat,1
City Hotel,Check-Out,10/16/15,Fri,0
City Hotel,Check-Out,8/22/17,Tue,0
City Hotel,Check-Out,3/7/16,Mon,0
City Hotel,Check-Out,2/3/17,Fri,0
City Hotel,Canceled,11/28/16,Mon,1
Resort Hotel,Check-Out,1/25/16,Mon,0
City Hotel,Check-Out,4/10/16,Sun,1
City Hotel,Check-Out,3/24/17,Fri,1
Resort Hotel,Check-Out,9/21/15,Mon,0
City Hotel,,9/26/16,Mon,2
City Hotel,Canceled,7/9/17,Sun,0
City Hotel,Canceled,2/1/17,Wed,1
Resort Hotel,Canceled,8/23/15,Sun,0
City Hotel,Check-Out,5/26/16,Thu,1
Resort Hotel,Check-Out,8/17/17,Thu,1
City Hotel,Check-Out,9/18/15,Fri,0
City Hotel,Canceled,7/1/15,Wed,0
Resort Hotel,Check-Out,8/29/15,Sat,1
City Hotel,Check-Out,8/26/17,Sat,1
Resort Hotel,Check-Out,8/5/16,Fri,1
City Hotel,Canceled,5/5/17,Fri,0
City Hotel,Check-Out,3/12/16,Sat,0
City Hotel,Check-Out,12/24/15,Thu,1
City Hotel,Check-Out,7/22/17,Sat,0
City Hotel,Check-Out,11/14/16,Mon,0
Resort Hotel,Check-Out,11/23/15,Mon,0
City Hotel,Canceled,1/13/17,Fri,1
City Hotel,Check-Out,12/23/15,Wed,0
Resort Hotel,Check-Out,10/9/15,Fri,0
Resort Hotel,Canceled,12/5/15,Sat,1
City Hotel,Check-Out,8/18/15,Tue,0
Resort Hotel,Check-Out,3/4/16,Fri,0
City Hotel,Check-Out,3/8/17,Wed,0
City Hotel,Check-Out,5/26/16,Thu,1
City Hotel,Canceled,10/2/15,Fri,0
City Hotel,Check-Out,4/24/17,Mon,1
Resort Hotel,Check-Out,7/8/15,Wed,0
Resort Hotel,Check-Out,7/18/17,Tue,2
Resort Hotel,Check-Out,1/16/17,Mon,0
City Hotel,Check-Out,3/13/17,Mon,2
City Hotel,Canceled,6/12/16,Sun,1
City Hotel,Check-Out,4/26/16,Tue,0
City Hotel,Check-Out,4/14/16,Thu,0
Resort Hotel,Check-Out,8/16/17,Wed,1
Resort Hotel,Canceled,8/3/16,Wed,0
City Hotel,Check-Out,6/14/16,Tue,1
City Hotel,Check-Out,3/6/17,Mon,1
City Hotel,Canceled,8/12/16,Fri,0
Resort Hotel,No-Show,10/27/15,Tue,0
Resort Hotel,Check-Out,1/20/16,Wed,1
Resort Hotel,Check-Out,8/21/17,Mon,2
City Hotel,Check-Out,10/26/16,Wed,0
City Hotel,Check-Out,11/27/16,Sun,2
Resort Hotel,Check-Out,5/20/16,Fri,0
Resort Hotel,Check-Out,7/25/16,Mon,0
City Hotel,,9/26/16,Mon,1
City Hotel,Canceled,11/4/15,Wed,0
City Hotel,Canceled,8/23/16,Tue,0
Resort Hotel,Check-Out,2/17/17,Fri,0
City Hotel,Check-Out,5/5/16,Thu,0
City Hotel,Check-Out,3/6/16,Sun,0
City Hotel,Check-Out,10/21/16,Fri,0
City Hotel,Canceled,8/8/16,Mon,0
City Hotel,,9/15/16,Thu,1
Resort Hotel,Check-Out,9/28/15,Mon,0
Resort Hotel,Check-Out,2/6/17,Mon,0
Resort Hotel,Canceled,6/15/17,Thu,0
City Hotel,Check-Out,2/10/17,Fri,0
City Hotel,Canceled,11/12/16,Sat,2
Resort Hotel,Check-Out,7/17/16,Sun,1
City Hotel,Canceled,11/25/16,Fri,1
City Hotel,No-Show,8/30/16,Tue,0
City Hotel,Check-Out,6/6/17,Tue,1
City Hotel,Canceled,11/18/16,Fri,1
Resort Hotel,Check-Out,12/30/15,Wed,0
City Hotel,Check-Out,2/27/16,Sat,0
Resort Hotel,Check-Out,4/9/17,Sun,0
City Hotel,Check-Out,5/12/16,Thu,0
City Hotel,Check-Out,9/1/15,Tue,0
Resort Hotel,Check-Out,12/17/16,Sat,0
City Hotel,Check-Out,4/15/17,Sat,1
City Hotel,Canceled,12/31/15,Thu,0
Resort Hotel,Canceled,4/14/17,Fri,0
Resort Hotel,Canceled,9/25/15,Fri,1
City Hotel,Check-Out,7/7/17,Fri,2
City Hotel,Canceled,4/23/17,Sun,1
City Hotel,Check-Out,11/26/15,Thu,1
Resort Hotel,Canceled,9/17/15,Thu,2
Resort Hotel,Canceled,8/23/16,Tue,0
City Hotel,Canceled,11/5/16,Sat,0
Resort Hotel,Check-Out,1/3/16,Sun,0
City Hotel,Canceled,11/1/16,Tue,0
City Hotel,Canceled,6/14/16,Tue,0
Resort Hotel,Check-Out,11/3/15,Tue,0
City Hotel,Canceled,7/5/17,Wed,1
Resort Hotel,Check-Out,12/5/16,Mon,1
City Hotel,Check-Out,3/31/17,Fri,1
Resort Hotel,Check-Out,9/15/15,Tue,0
Resort Hotel,Check-Out,3/20/17,Mon,0
Resort Hotel,,9/23/16,Fri,0
City Hotel,Check-Out,10/14/16,Fri,0
Resort Hotel,Check-Out,11/30/16,Wed,1
Resort Hotel,Check-Out,2/4/16,Thu,0
City Hotel,Canceled,6/15/16,Wed,0
City Hotel,Canceled,3/21/16,Mon,0
City Hotel,Canceled,2/19/16,Fri,0
City Hotel,Check-Out,7/5/16,Tue,0
Resort Hotel,Check-Out,6/13/17,Tue,0
City Hotel,Canceled,5/20/16,Fri,0
City Hotel,Check-Out,3/4/16,Fri,2
City Hotel,Canceled,12/26/16,Mon,0
City Hotel,Check-Out,8/16/16,Tue,0
City Hotel,Canceled,7/17/17,Mon,0
City Hotel,Check-Out,4/24/17,Mon,0
City Hotel,Check-Out,6/3/16,Fri,1
Resort Hotel,,9/15/16,Thu,3
City Hotel,Check-Out,5/7/16,Sat,1
City Hotel,Check-Out,12/4/16,Sun,1
Resort Hotel,Canceled,8/20/17,Sun,2
Resort ,Check-Out,8/2/16,Tue,0
Resort Hotel,Canceled,5/10/17,Wed,0
Resort Hotel,Canceled,4/12/16,Tue,0
City Hotel,Check-Out,12/29/16,Thu,0
Resort Hotel,Check-Out,7/12/17,Wed,0
Resort Hotel,Check-Out,11/14/16,Mon,2
City Hotel,Check-Out,10/12/16,Wed,2
City Hotel,Canceled,12/5/15,Sat,0
Resort Hotel,Check-Out,3/24/16,Thu,1
Resort Hotel,Check-Out,5/6/16,Fri,0
City Hotel,Check-Out,10/15/16,Sat,0
Resort Hotel,Check-Out,6/30/16,Thu,2
City Hotel,Check-Out,8/1/17,Tue,0
City Hotel,Canceled,10/9/15,Fri,0
City Hotel,Check-Out,2/7/16,Sun,0
City Hotel,Check-Out,11/9/15,Mon,0
City Hotel,Check-Out,4/4/17,Tue,1
City Hotel,Check-Out,10/14/16,Fri,1
City Hotel,Check-Out,6/13/16,Mon,0
City Hotel,Check-Out,7/10/17,Mon,1
City Hotel,Check-Out,10/3/16,Mon,1
City Hotel,Canceled,7/23/16,Sat,1
Resort Hotel,Check-Out,7/2/16,Sat,0
City Hotel,Check-Out,6/13/16,Mon,0
City Hotel,Check-Out,6/26/17,Mon,0
Resort Hotel,Check-Out,10/25/16,Tue,0
City Hotel,Check-Out,10/2/15,Fri,0
Resort Hotel,Canceled,10/22/16,Sat,1
City Hotel,Canceled,8/5/15,Wed,0
City Hotel,Check-Out,8/26/15,Wed,0
City Hotel,Check-Out,3/18/17,Sat,3
City Hotel,Check-Out,12/18/16,Sun,0
City Hotel,Check-Out,8/22/15,Sat,0
City Hotel,Check-Out,2/12/17,Sun,0
City Hotel,Check-Out,4/13/17,Thu,1
City Hotel,Check-Out,1/12/17,Thu,2
City Hotel,Check-Out,8/15/15,Sat,1
City Hotel,Check-Out,5/21/16,Sat,1
City Hotel,Check-Out,1/19/16,Tue,1
Resort Hotel,Check-Out,7/1/15,Wed,0
Resort Hotel,Canceled,4/5/17,Wed,0
City Hotel,Canceled,8/17/17,Thu,0
Resort Hotel,Check-Out,10/5/15,Mon,0
City Hotel,No-Show,3/19/17,Sun,0
Resort Hotel,Canceled,8/8/16,Mon,0
Resort Hotel,,9/22/16,Thu,0
City Hotel,,9/10/16,Sat,1
City Hotel,Check-Out,6/14/16,Tue,0
City Hotel,Canceled,1/22/16,Fri,0
City Hotel,Check-Out,1/24/17,Tue,2
City Hotel,Canceled,7/4/15,Sat,0
Resort Hotel,Canceled,10/24/16,Mon,0
City Hotel,Check-Out,6/6/16,Mon,1
City Hotel,Check-Out,10/13/15,Tue,1
City Hotel,Canceled,6/16/16,Thu,1
City Hotel,Canceled,5/19/16,Thu,0
Resort Hotel,Check-Out,2/15/16,Mon,0
Resort Hotel,Check-Out,4/6/17,Thu,2
City Hotel,Canceled,3/2/17,Thu,0
Resort Hotel,Canceled,11/18/16,Fri,1
City Hotel,,9/8/16,Thu,0
City Hotel,Check-Out,6/25/17,Sun,3
City Hotel,Canceled,3/12/17,Sun,0
Resort Hotel,Check-Out,2/9/16,Tue,0
City Hotel,Check-Out,7/31/16,Sun,0
City Hotel,Check-Out,6/13/17,Tue,1
Resort Hotel,Check-Out,12/8/15,Tue,1
City Hotel,Canceled,6/16/16,Thu,0
City Hotel,Check-Out,3/24/17,Fri,0
City Hotel,No-Show,1/8/17,Sun,0
City Hotel,Check-Out,6/11/17,Sun,0
City Hotel,Canceled,6/24/17,Sat,0
Resort Hotel,Canceled,8/28/17,Mon,0
City Hotel,Check-Out,12/27/16,Tue,0
Resort Hotel,Check-Out,5/2/17,Tue,1
Resort Hotel,Check-Out,7/18/17,Tue,0
Resort Hotel,Check-Out,7/25/17,Tue,0
City Hotel,Check-Out,5/19/16,Thu,0
City Hotel,Check-Out,5/1/16,Sun,0
City Hotel,Check-Out,1/19/16,Tue,0
City Hotel,Check-Out,8/21/16,Sun,0
City Hotel,Canceled,6/1/17,Thu,0
City Hotel,Check-Out,3/9/17,Thu,0
City Hotel,Check-Out,5/20/16,Fri,1
City Hotel,Check-Out,10/23/16,Sun,0
City Hotel,Check-Out,10/2/15,Fri,0
City Hotel,Canceled,6/21/16,Tue,0
City Hotel,Check-Out,3/3/17,Fri,0
City Hotel,Canceled,1/4/17,Wed,1
City Hotel,Canceled,6/3/16,Fri,1
Resort Hotel,Check-Out,8/14/17,Mon,1
Resort Hotel,Check-Out,2/18/17,Sat,2
City Hotel,,9/28/16,Wed,0
City Hotel,No-Show,8/9/16,Tue,2
City Hotel,Canceled,7/2/15,Thu,0
Resort Hotel,Check-Out,7/20/15,Mon,2
Resort Hotel,Check-Out,7/11/16,Mon,0
City Hotel,Canceled,11/13/16,Sun,1
City Hotel,Canceled,5/3/17,Wed,0
City Hotel,Canceled,8/19/17,Sat,2
City Hotel,Check-Out,5/25/16,Wed,0
City Hotel,Canceled,8/22/15,Sat,0
City Hotel,,9/5/16,Mon,0
City Hotel,Canceled,4/28/16,Thu,0
City Hotel,Canceled,3/2/17,Thu,0
City Hotel,Check-Out,10/24/16,Mon,1
City Hotel,Check-Out,11/13/16,Sun,2
Resort Hotel,Check-Out,3/22/16,Tue,0
City Hotel,Check-Out,6/22/17,Thu,0
City Hotel,Check-Out,10/13/16,Thu,0
City Hotel,Check-Out,8/5/15,Wed,0
City Hotel,,9/14/16,Wed,2
City Hotel,,9/25/16,Sun,2
City Hotel,Check-Out,9/7/15,Mon,3
City Hotel,Canceled,3/22/16,Tue,0
Resort Hotel,Canceled,9/12/15,Sat,3
Resort Hotel,Check-Out,4/9/17,Sun,0
City Hotel,Check-Out,10/20/16,Thu,0
City Hotel,Canceled,6/18/16,Sat,2
City Hotel,Canceled,6/27/17,Tue,3
City Hotel,Check-Out,5/5/16,Thu,0
City Hotel,Check-Out,4/13/16,Wed,0
City Hotel,Canceled,1/22/17,Sun,1
Resort Hotel,Canceled,7/22/17,Sat,0
City Hotel,Check-Out,12/25/15,Fri,0
Resort Hotel,Check-Out,8/29/16,Mon,1
Resort Hotel,Canceled,3/29/17,Wed,1
City Hotel,Check-Out,7/11/15,Sat,0
City Hotel,Check-Out,7/23/16,Sat,2
Resort Hotel,Canceled,8/17/17,Thu,2
City Hotel,Check-Out,3/31/17,Fri,0
City Hotel,Check-Out,1/17/16,Sun,0
Resort Hotel,Check-Out,1/23/17,Mon,1
City Hotel,Canceled,10/12/15,Mon,1
City Hotel,Canceled,7/15/16,Fri,1
City Hotel,Check-Out,7/21/17,Fri,2
City Hotel,Check-Out,7/4/16,Mon,1
City Hotel,Check-Out,2/8/16,Mon,0
City Hotel,Check-Out,11/17/15,Tue,2
City Hotel,Canceled,5/25/17,Thu,0
City Hotel,Check-Out,5/30/16,Mon,4
City Hotel,Canceled,4/22/17,Sat,2
Resort Hotel,Check-Out,1/16/17,Mon,0
City Hotel,Check-Out,6/19/16,Sun,2
City Hotel,Check-Out,11/4/16,Fri,1
City Hotel,,9/14/16,Wed,1
City Hotel,Check-Out,2/22/17,Wed,0
Resort Hotel,Check-Out,11/12/16,Sat,1
Resort Hotel,Canceled,11/22/16,Tue,2
Resort Hotel,Check-Out,2/1/17,Wed,2
City Hotel,Canceled,3/30/16,Wed,0
City Hotel,Check-Out,5/10/17,Wed,2
City Hotel,Check-Out,5/12/16,Thu,0
Resort Hotel,Check-Out,3/31/17,Fri,0
City Hotel,Check-Out,9/30/15,Wed,0
City Hotel,Check-Out,6/13/16,Mon,1
Resort Hotel,Check-Out,7/25/17,Tue,1
City Hotel,Canceled,7/17/17,Mon,0
City Hotel,,9/21/16,Wed,0
City Hotel,Canceled,2/24/16,Wed,0
City Hotel,Canceled,3/26/16,Sat,1
Resort Hotel,Check-Out,4/26/16,Tue,0
City Hotel,Check-Out,10/28/16,Fri,1
City Hotel,Check-Out,3/24/17,Fri,0
Resort Hotel,,9/11/16,Sun,1
City Hotel,Check-Out,8/20/16,Sat,1
City Hotel,Check-Out,8/2/16,Tue,0
Resort Hotel,Canceled,7/19/16,Tue,0
City Hotel,Canceled,10/12/16,Wed,0
Resort Hotel,Check-Out,6/10/17,Sat,0
City Hotel,Check-Out,3/28/16,Mon,0
Resort Hotel,Check-Out,1/13/16,Wed,0
City Hotel,Check-Out,7/14/17,Fri,2
City Hotel,Check-Out,6/12/17,Mon,0
City Hotel,Check-Out,5/12/17,Fri,3
Resort Hotel,Check-Out,4/29/17,Sat,0
City Hotel,Canceled,3/23/16,Wed,0
City Hotel,Check-Out,7/22/17,Sat,0
City Hotel,Canceled,6/2/17,Fri,2
City Hotel,Canceled,10/13/16,Thu,0
Resort Hotel,Check-Out,12/1/16,Thu,0
City Hotel,Check-Out,1/2/16,Sat,0
Resort Hotel,Check-Out,3/24/16,Thu,0
City Hotel,Check-Out,1/26/16,Tue,0
Resort Hotel,Canceled,7/28/17,Fri,1
City Hotel,Check-Out,5/27/17,Sat,1
City Hotel,Check-Out,3/25/16,Fri,0
Resort Hotel,Check-Out,9/24/15,Thu,0
Resort Hotel,Canceled,6/11/16,Sat,0
Resort Hotel,Canceled,11/25/16,Fri,1
Resort Hotel,Check-Out,4/3/17,Mon,0
City Hotel,Check-Out,2/19/17,Sun,0
City Hotel,Check-Out,11/6/15,Fri,0
City Hotel,,9/17/16,Sat,0
Resort Hotel,Check-Out,3/28/16,Mon,0
City Hotel,Check-Out,4/8/16,Fri,0
Resort Hotel,Check-Out,12/14/16,Wed,0
Resort Hotel,Canceled,4/12/16,Tue,0
City Hotel,Check-Out,4/29/16,Fri,1
City Hotel,Check-Out,8/1/16,Mon,0
Resort Hotel,Check-Out,4/30/16,Sat,0
City Hotel,Check-Out,5/11/17,Thu,0
City Hotel,Check-Out,5/20/16,Fri,0
City Hotel,Canceled,8/1/16,Mon,0
City Hotel,Canceled,6/26/16,Sun,1
Resort Hotel,Check-Out,10/29/15,Thu,0
City Hotel,Check-Out,9/9/15,Wed,2
Resort Hotel,Check-Out,6/7/16,Tue,0
Resort Hotel,Check-Out,1/31/17,Tue,0
City Hotel,,9/16/16,Fri,0
City Hotel,Check-Out,10/20/16,Thu,1
City Hotel,Canceled,6/19/17,Mon,0
City Hotel,Check-Out,8/7/16,Sun,0
City Hotel,Check-Out,10/30/15,Fri,0
Resort Hotel,Canceled,5/4/17,Thu,0
Resort Hotel,Check-Out,7/27/16,Wed,1
City Hotel,Canceled,4/13/17,Thu,0
City Hotel,Check-Out,5/16/16,Mon,0
City Hotel,Check-Out,10/28/16,Fri,0
Resort Hotel,Check-Out,5/14/16,Sat,0
City Hotel,Check-Out,6/27/16,Mon,2
Resort Hotel,Check-Out,12/2/16,Fri,1
Resort Hotel,Canceled,5/3/17,Wed,0
City Hotel,Canceled,9/18/15,Fri,0
City Hotel,Check-Out,2/9/17,Thu,0
City Hotel,Check-Out,4/21/16,Thu,1
City Hotel,Check-Out,5/6/17,Sat,2
City Hotel,Canceled,10/26/15,Mon,2
City Hotel,Canceled,7/31/15,Fri,0
City Hotel,Canceled,12/1/16,Thu,0
City Hotel,Canceled,4/8/17,Sat,3
City Hotel,Check-Out,6/29/17,Thu,1
City Hotel,Check-Out,9/21/15,Mon,0
Resort Hotel,,9/11/16,Sun,0
City Hotel,Check-Out,8/16/15,Sun,0
City Hotel,Canceled,3/24/17,Fri,0
City Hotel,Check-Out,8/3/15,Mon,0
City Hotel,Check-Out,8/15/15,Sat,0
Resort Hotel,Check-Out,5/3/17,Wed,1
Resort Hotel,Canceled,4/14/17,Fri,1
City Hotel,Canceled,5/30/17,Tue,0
Resort Hotel,Check-Out,11/1/15,Sun,0
Resort Hotel,Check-Out,10/3/16,Mon,1
City Hotel,Check-Out,9/22/15,Tue,0
Resort Hotel,Check-Out,4/13/16,Wed,0
City Hotel,Check-Out,10/27/16,Thu,0
City Hotel,Check-Out,12/8/15,Tue,1
City Hotel,Canceled,5/13/16,Fri,0
City Hotel,,9/7/16,Wed,1
City Hotel,Canceled,8/15/15,Sat,0
Resort Hotel,Canceled,3/5/17,Sun,0
City Hotel,Canceled,8/3/17,Thu,1
City Hotel,Check-Out,7/22/16,Fri,1
City Hotel,Check-Out,3/15/17,Wed,2
City Hotel,Canceled,6/20/17,Tue,0
Resort Hotel,Check-Out,9/30/15,Wed,0
City Hotel,Canceled,5/23/17,Tue,1
City Hotel,Check-Out,6/19/16,Sun,1
City Hotel,Canceled,9/21/15,Mon,0
Resort Hotel,Check-Out,5/23/17,Tue,0
City Hotel,Canceled,4/10/16,Sun,0
Resort Hotel,Check-Out,11/20/15,Fri,1
Resort Hotel,Check-Out,1/2/16,Sat,1
City Hotel,Canceled,3/27/17,Mon,1
City Hotel,Check-Out,3/11/16,Fri,1
City Hotel,Canceled,1/25/17,Wed,0
City Hotel,Check-Out,6/3/16,Fri,1
City Hotel,Check-Out,9/18/15,Fri,2
City Hotel,Check-Out,1/25/16,Mon,0
Resort Hotel,Check-Out,12/1/16,Thu,0
Resort Hotel,Check-Out,4/22/17,Sat,0
City Hotel,Check-Out,3/20/17,Mon,3
City Hotel,,9/23/16,Fri,0
City Hotel,Canceled,3/18/16,Fri,0
City Hotel,Canceled,3/19/16,Sat,0
City Hotel,Check-Out,4/30/17,Sun,2
City Hotel,Check-Out,2/28/16,Sun,0
Resort Hotel,Check-Out,3/30/17,Thu,1
City Hotel,Check-Out,4/22/17,Sat,2
City Hotel,Check-Out,9/22/15,Tue,0
City Hotel,Check-Out,3/13/16,Sun,0
City Hotel,Check-Out,1/30/17,Mon,1
City Hotel,Canceled,10/13/16,Thu,1
City Hotel,Check-Out,10/8/16,Sat,1
City Hotel,Canceled,8/12/15,Wed,0
City Hotel,Check-Out,6/3/16,Fri,0
Resort Hotel,Check-Out,3/21/16,Mon,0
City Hotel,Check-Out,4/22/17,Sat,0
City Hotel,Canceled,5/5/16,Thu,1
Resort Hotel,Check-Out,1/21/16,Thu,0
City Hotel,Check-Out,8/15/15,Sat,1
City Hotel,Check-Out,8/2/16,Tue,0
Resort Hotel,Canceled,11/16/15,Mon,0
Resort Hotel,Check-Out,8/14/16,Sun,0
City Hotel,Check-Out,2/26/16,Fri,0
Resort Hotel,Check-Out,4/28/17,Fri,0
City Hotel,Check-Out,6/12/16,Sun,1
City Hotel,Canceled,3/8/17,Wed,1
City Hotel,Check-Out,7/7/16,Thu,0
City Hotel,Canceled,7/11/17,Tue,4
City Hotel,Check-Out,8/5/17,Sat,0
City Hotel,Check-Out,4/29/17,Sat,0
Resort Hotel,Check-Out,8/20/15,Thu,0
Resort Hotel,Canceled,11/1/16,Tue,0
Resort Hotel,Check-Out,3/12/16,Sat,0
Resort Hotel,Check-Out,7/8/16,Fri,1
City Hotel,Canceled,7/1/16,Fri,0
Resort Hotel,Canceled,8/7/15,Fri,0
City Hotel,Check-Out,10/19/15,Mon,0
City Hotel,Check-Out,8/28/17,Mon,0
Resort Hotel,Canceled,1/19/17,Thu,2
City Hotel,Check-Out,11/25/16,Fri,2
City Hotel,Check-Out,7/6/17,Thu,0
City Hotel,Check-Out,6/6/16,Mon,0
City Hotel,Check-Out,3/10/17,Fri,0
City Hotel,,9/22/16,Thu,1
Resort Hotel,Check-Out,11/12/16,Sat,1
City Hotel,,9/1/16,Thu,0
City Hotel,Check-Out,6/14/16,Tue,0
Resort Hotel,Canceled,10/2/16,Sun,0
City Hotel,Canceled,4/28/16,Thu,1
Resort Hotel,Check-Out,1/27/16,Wed,0
City Hotel,Check-Out,12/17/16,Sat,2
City Hotel,Canceled,9/18/15,Fri,1
Resort Hotel,Canceled,3/8/16,Tue,1
City Hotel,Check-Out,7/12/17,Wed,0
City Hotel,Canceled,5/13/17,Sat,1
City Hotel,Check-Out,10/21/16,Fri,1
City Hotel,Canceled,4/6/16,Wed,0
Resort Hotel,Canceled,3/22/16,Tue,0
Resort Hotel,Canceled,6/6/17,Tue,3
Resort Hotel,Check-Out,7/21/16,Thu,0
Resort Hotel,Check-Out,10/24/16,Mon,1
City Hotel,Check-Out,2/21/16,Sun,0
City Hotel,Canceled,10/21/16,Fri,0
Resort Hotel,Check-Out,6/14/16,Tue,0
Resort Hotel,Check-Out,11/19/16,Sat,2
City Hotel,Canceled,9/25/15,Fri,0
Resort Hotel,Canceled,7/1/17,Sat,1
Resort Hotel,Check-Out,6/6/17,Tue,0
City Hotel,Check-Out,3/14/16,Mon,2
City Hotel,,9/23/16,Fri,1
City Hotel,Check-Out,7/10/16,Sun,0
Resort Hotel,Check-Out,11/12/15,Thu,0
City Hotel,Canceled,7/2/15,Thu,0
City Hotel,Canceled,3/30/16,Wed,1
Resort Hotel,Canceled,8/27/15,Thu,1
City Hotel,Canceled,4/6/17,Thu,0
City Hotel,Canceled,7/6/17,Thu,1
Resort Hotel,Canceled,7/11/15,Sat,0
Resort Hotel,Check-Out,12/8/15,Tue,0
City Hotel,Check-Out,3/29/16,Tue,1
City Hotel,Check-Out,5/31/16,Tue,0
Resort Hotel,Canceled,10/9/16,Sun,0
City Hotel,Check-Out,8/5/15,Wed,0
Resort Hotel,Canceled,1/8/16,Fri,0
Resort Hotel,Check-Out,5/21/16,Sat,0
City Hotel,Check-Out,3/25/16,Fri,0
City Hotel,Check-Out,10/17/15,Sat,3
City Hotel,Check-Out,11/16/16,Wed,1
City Hotel,Check-Out,3/2/16,Wed,0
Resort Hotel,Check-Out,7/27/16,Wed,0
Resort Hotel,Check-Out,8/24/15,Mon,2
City Hotel,Canceled,4/26/17,Wed,0
Resort Hotel,Check-Out,4/25/16,Mon,0
City Hotel,Check-Out,5/16/17,Tue,2
Resort Hotel,Canceled,5/12/16,Thu,0
City Hotel,Check-Out,4/29/16,Fri,0
City Hotel,Check-Out,8/8/17,Tue,0
Resort Hotel,Canceled,6/20/16,Mon,0
City Hotel,Check-Out,11/14/16,Mon,0
City Hotel,No-Show,9/16/15,Wed,2
Resort Hotel,Canceled,12/28/15,Mon,1
City Hotel,Canceled,5/19/16,Thu,0
City Hotel,Check-Out,6/4/16,Sat,2
City Hotel,Check-Out,4/10/16,Sun,1
Resort Hotel,Check-Out,3/19/16,Sat,0
City Hotel,Canceled,10/28/16,Fri,1
Resort Hotel,Check-Out,10/31/16,Mon,1
Resort Hotel,Canceled,5/23/17,Tue,0
Resort Hotel,Check-Out,2/26/16,Fri,0
Resort Hotel,Canceled,7/23/16,Sat,0
City Hotel,Check-Out,12/22/16,Thu,0
City Hotel,Canceled,6/28/16,Tue,0
Resort Hotel,Check-Out,4/11/16,Mon,3
Resort Hotel,Check-Out,12/29/16,Thu,1
