Class,Cap Shape,Cap Surface,Cap Color,Bruises,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat
Poisonous,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Enlarging,Missing,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Orange,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Cinnamon,FALSE,Musty,Attached,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Woods
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Gray,Enlarging,Missing,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
Edible,Bell,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,White,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Edible,Knobbed,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Enlarging,Missing,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Edible,Bell,Smooth,Brown,FALSE,None,Attached,Close,Broad,Yellow,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Gray,Enlarging,Missing,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,FALSE,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,FALSE,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,FALSE,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods
