page_name,timestamp,user_id,utm_campaign,utm_source
2 - shopping_cart,2018-01-17 17:15,81642,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-21 07:21,81642,paid-search,google
4 - purchase,2018-01-21 07:22,81642,paid-search,google
1 - landing_page,2018-01-04 03:11,81683,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 06:38,81683,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 08:09,81683,retargetting-campaign,email
1 - landing_page,2018-01-03 11:16,81726,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 11:40,81726,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 22:03,81729,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-17 00:15,81729,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-27 21:54,81732,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-27 23:31,81732,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-01 00:38,81732,weekly-newsletter,email
1 - landing_page,2018-01-05 09:26,81830,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 09:55,81830,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 17:21,81830,paid-search,google
1 - landing_page,2018-01-16 06:15,81848,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-16 08:31,81848,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-08 17:44,81877,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 19:06,81877,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-12 01:29,81877,retargetting-ad,facebook
1 - landing_page,2018-01-18 22:04,82104,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 01:21,82104,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-11 19:15,82126,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-11 20:29,82126,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-22 13:04,82206,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 17:30,82206,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-26 21:07,82206,weekly-newsletter,email
1 - landing_page,2018-01-10 06:47,82358,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-25 10:14,82422,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-25 12:06,82422,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 12:10,82422,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-19 09:16,82474,cool-tshirts-search,google
2 - shopping_cart,2018-01-19 09:33,82474,cool-tshirts-search,google
1 - landing_page,2018-01-27 23:08,82494,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 01:27,82494,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-01 23:42,82494,weekly-newsletter,email
1 - landing_page,2018-01-21 15:34,82559,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 19:26,82559,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-24 01:38,82559,retargetting-campaign,email
1 - landing_page,2018-01-21 21:46,82577,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 01:13,82577,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 13:30,82577,retargetting-campaign,email
1 - landing_page,2018-01-17 08:06,82599,cool-tshirts-search,google
2 - shopping_cart,2018-01-17 10:09,82599,cool-tshirts-search,google
3 - checkout,2018-01-20 15:35,82599,retargetting-ad,facebook
1 - landing_page,2018-01-30 19:05,82681,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 21:24,82681,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-02 06:35,82681,weekly-newsletter,email
1 - landing_page,2018-01-01 11:38,82714,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-01 11:51,82714,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-04 03:08,82714,paid-search,google
1 - landing_page,2018-01-30 13:24,82800,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 17:45,82800,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-02 00:42,82800,weekly-newsletter,email
1 - landing_page,2018-01-26 13:08,82842,cool-tshirts-search,google
2 - shopping_cart,2018-01-26 18:03,82842,cool-tshirts-search,google
1 - landing_page,2018-01-02 23:24,82851,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-04 17:43,82874,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 18:44,82874,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-06 17:26,82874,weekly-newsletter,email
1 - landing_page,2018-01-28 04:16,82875,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 09:01,82875,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-30 20:50,82875,paid-search,google
1 - landing_page,2018-01-02 23:40,82944,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-03 00:44,82944,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-07 18:22,82944,retargetting-ad,facebook
1 - landing_page,2018-01-27 13:06,82999,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-22 18:46,83014,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 23:24,83014,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-27 00:07,83014,retargetting-campaign,email
1 - landing_page,2018-01-29 08:53,83085,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-29 09:59,83085,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-31 01:23,83085,paid-search,google
4 - purchase,2018-01-31 01:34,83085,paid-search,google
1 - landing_page,2018-01-24 00:43,83094,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-24 03:39,83094,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-29 06:28,83114,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 07:12,83114,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 07:26,83114,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-09 11:10,83136,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 15:11,83136,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-06 18:06,83140,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 19:50,83140,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 03:39,83140,retargetting-ad,facebook
4 - purchase,2018-01-09 03:41,83140,retargetting-ad,facebook
1 - landing_page,2018-01-04 02:51,83145,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 05:35,83145,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 18:01,83145,retargetting-ad,facebook
4 - purchase,2018-01-08 18:05,83145,retargetting-ad,facebook
1 - landing_page,2018-01-12 10:52,83215,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-12 12:28,83215,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-12 09:53,83254,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 14:06,83254,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-14 02:06,83254,retargetting-campaign,email
1 - landing_page,2018-01-07 18:57,83269,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-07 23:13,83269,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 12:53,83269,retargetting-campaign,email
1 - landing_page,2018-01-16 19:35,83366,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-16 22:43,83366,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-20 07:42,83366,retargetting-ad,facebook
1 - landing_page,2018-01-08 04:33,83527,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 08:57,83527,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 09:29,83527,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-10 15:24,83547,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 17:49,83547,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-10 18:14,83547,interview-with-cool-tshirts-founder,medium
4 - purchase,2018-01-10 18:20,83547,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-01 16:30,83630,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-01 21:10,83630,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-27 10:57,83789,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-27 11:53,83789,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-30 02:50,83789,weekly-newsletter,email
1 - landing_page,2018-01-05 11:03,83841,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-05 12:23,83841,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-10 18:04,83844,cool-tshirts-search,google
2 - shopping_cart,2018-01-10 18:44,83844,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-15 04:44,83844,retargetting-ad,facebook
1 - landing_page,2018-01-25 03:14,84054,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 03:20,84054,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 18:35,84054,paid-search,google
1 - landing_page,2018-01-13 15:23,84088,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-13 16:54,84088,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-16 19:49,84088,retargetting-campaign,email
4 - purchase,2018-01-16 20:01,84088,retargetting-campaign,email
1 - landing_page,2018-01-02 20:16,84133,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 22:24,84133,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 10:04,84133,weekly-newsletter,email
1 - landing_page,2018-01-11 15:36,84145,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-11 16:48,84145,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-29 02:41,84223,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-29 04:30,84223,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-03 01:28,84223,weekly-newsletter,email
1 - landing_page,2018-01-02 12:47,84251,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-27 07:04,84285,cool-tshirts-search,google
2 - shopping_cart,2018-01-27 10:16,84285,cool-tshirts-search,google
1 - landing_page,2018-01-02 11:43,84291,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 14:28,84291,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-04 20:59,84291,retargetting-ad,facebook
1 - landing_page,2018-01-25 23:58,84443,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-26 01:41,84443,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 01:46,84443,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-19 22:19,84454,cool-tshirts-search,google
2 - shopping_cart,2018-01-20 01:49,84454,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-22 00:22,84454,weekly-newsletter,email
4 - purchase,2018-01-22 00:25,84454,weekly-newsletter,email
1 - landing_page,2018-01-06 11:55,84470,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 16:29,84470,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 07:29,84470,weekly-newsletter,email
4 - purchase,2018-01-11 07:33,84470,weekly-newsletter,email
1 - landing_page,2018-01-23 15:39,84494,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-23 15:44,84494,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-26 15:46,84565,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 17:46,84565,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-28 12:39,84565,retargetting-ad,facebook
1 - landing_page,2018-01-28 09:23,84577,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-28 10:10,84577,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 22:13,84577,weekly-newsletter,email
1 - landing_page,2018-01-19 15:12,84612,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 18:44,84612,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-22 01:26,84643,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-22 05:38,84643,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-27 00:57,84643,retargetting-ad,facebook
1 - landing_page,2018-01-25 08:26,84651,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 10:35,84651,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-27 01:19,84693,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 06:16,84693,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 08:46,84693,retargetting-campaign,email
1 - landing_page,2018-01-05 08:51,84722,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-05 13:35,84722,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-09 10:19,84722,retargetting-ad,facebook
1 - landing_page,2018-01-16 20:57,84757,cool-tshirts-search,google
2 - shopping_cart,2018-01-16 21:41,84757,cool-tshirts-search,google
3 - checkout,2018-01-21 15:37,84757,retargetting-ad,facebook
1 - landing_page,2018-01-01 12:27,84775,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-01 14:28,84775,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 09:02,84775,weekly-newsletter,email
1 - landing_page,2018-01-08 09:01,84857,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-08 09:53,84857,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 02:46,84857,weekly-newsletter,email
1 - landing_page,2018-01-20 16:35,84904,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-20 17:22,84904,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-22 14:54,84904,paid-search,google
1 - landing_page,2018-01-07 10:57,84916,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-07 14:24,84916,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 15:40,84916,weekly-newsletter,email
1 - landing_page,2018-01-02 23:18,84984,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-03 01:58,84984,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-23 17:00,84984,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 21:17,84984,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-28 06:12,84984,retargetting-campaign,email
1 - landing_page,2018-01-08 13:38,85012,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 17:30,85012,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-13 09:33,85012,retargetting-campaign,email
1 - landing_page,2018-01-03 03:09,85060,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-03 07:36,85060,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 03:58,85060,retargetting-campaign,email
4 - purchase,2018-01-06 04:12,85060,retargetting-campaign,email
1 - landing_page,2018-01-08 02:26,85130,cool-tshirts-search,google
2 - shopping_cart,2018-01-08 05:41,85130,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-12 15:18,85130,retargetting-campaign,email
1 - landing_page,2018-01-25 23:13,85173,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 02:47,85173,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 16:39,85173,retargetting-ad,facebook
1 - landing_page,2018-01-21 16:07,85174,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 17:59,85174,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-25 01:49,85174,paid-search,google
1 - landing_page,2018-01-19 03:53,85185,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 06:52,85185,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-22 08:57,85185,paid-search,google
4 - purchase,2018-01-22 09:07,85185,paid-search,google
1 - landing_page,2018-01-28 06:36,85227,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-28 10:10,85227,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-01 05:22,85227,retargetting-ad,facebook
1 - landing_page,2018-01-25 06:52,85250,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 08:24,85250,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-29 17:49,85250,weekly-newsletter,email
1 - landing_page,2018-01-12 11:10,85310,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 14:06,85310,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-16 19:58,85310,weekly-newsletter,email
1 - landing_page,2018-01-28 16:34,85361,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-23 15:04,85411,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-23 17:08,85411,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-25 22:55,85411,paid-search,google
1 - landing_page,2018-01-29 02:23,85421,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-29 05:52,85421,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-02 15:53,85421,weekly-newsletter,email
1 - landing_page,2018-01-02 12:39,85446,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 14:37,85446,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-02 04:27,85448,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 06:02,85448,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-03 01:40,85539,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 04:52,85539,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-05 07:59,85539,paid-search,google
1 - landing_page,2018-01-29 12:21,85540,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 17:06,85540,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-01 17:15,85540,weekly-newsletter,email
1 - landing_page,2018-01-04 20:10,85606,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 22:39,85606,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 01:22,85606,retargetting-ad,facebook
4 - purchase,2018-01-06 01:22,85606,retargetting-ad,facebook
1 - landing_page,2018-01-08 23:16,85638,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 03:06,85638,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-19 08:51,85687,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-19 12:10,85687,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-22 18:15,85687,paid-search,google
4 - purchase,2018-01-22 18:20,85687,paid-search,google
1 - landing_page,2018-01-15 09:07,85689,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-24 08:53,85743,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 11:11,85743,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 20:13,85743,paid-search,google
4 - purchase,2018-01-26 20:20,85743,paid-search,google
1 - landing_page,2018-01-06 14:00,85756,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 18:14,85756,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-10 08:25,85756,retargetting-campaign,email
1 - landing_page,2018-01-05 16:47,85799,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 20:42,85799,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-25 14:55,85878,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-25 16:08,85878,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 19:29,85878,retargetting-campaign,email
1 - landing_page,2018-01-09 02:02,85952,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 02:32,85952,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-13 10:37,85952,paid-search,google
1 - landing_page,2018-01-12 14:19,86037,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 16:06,86037,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-16 12:28,86037,weekly-newsletter,email
4 - purchase,2018-01-16 12:39,86037,weekly-newsletter,email
1 - landing_page,2018-01-19 19:08,86066,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-19 20:42,86066,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-23 15:45,86066,retargetting-campaign,email
1 - landing_page,2018-01-08 08:15,86099,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-08 09:36,86099,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-10 06:31,86099,retargetting-ad,facebook
1 - landing_page,2018-01-30 23:30,86100,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-31 03:13,86100,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-04 10:57,86100,weekly-newsletter,email
4 - purchase,2018-02-04 11:09,86100,weekly-newsletter,email
1 - landing_page,2018-01-08 12:17,86129,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-08 13:45,86129,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-13 02:02,86129,retargetting-campaign,email
1 - landing_page,2018-01-13 22:16,86147,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-03 02:23,86238,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-03 05:10,86238,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-07 23:23,86238,retargetting-campaign,email
1 - landing_page,2018-01-21 22:43,86295,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 22:43,86295,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-24 05:05,86295,weekly-newsletter,email
1 - landing_page,2018-01-03 07:54,86297,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 11:00,86297,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-04 12:58,86528,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 13:05,86528,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 01:09,86528,retargetting-campaign,email
1 - landing_page,2018-01-18 02:08,86533,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-18 05:45,86533,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-22 15:00,86533,weekly-newsletter,email
1 - landing_page,2018-01-23 06:20,86559,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-23 10:13,86559,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-26 10:01,86559,paid-search,google
4 - purchase,2018-01-26 10:02,86559,paid-search,google
1 - landing_page,2018-01-25 03:57,86560,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 06:51,86560,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-01 04:16,86648,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-01 08:56,86648,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-04 08:19,86648,retargetting-ad,facebook
1 - landing_page,2018-01-12 22:40,86687,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-28 06:19,86935,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 11:12,86935,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-01 11:48,86935,retargetting-ad,facebook
1 - landing_page,2018-01-23 03:10,86941,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 06:21,86941,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 16:34,86941,retargetting-ad,facebook
1 - landing_page,2018-01-04 23:51,86996,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 01:12,86996,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 03:42,86996,weekly-newsletter,email
1 - landing_page,2018-01-05 01:35,87039,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 02:51,87039,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-05 03:35,87039,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-21 00:21,87084,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 01:26,87084,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-03 08:30,87108,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 13:00,87108,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 09:48,87108,retargetting-ad,facebook
1 - landing_page,2018-01-21 07:28,87220,cool-tshirts-search,google
2 - shopping_cart,2018-01-21 09:57,87220,cool-tshirts-search,google
3 - checkout,2018-01-25 14:53,87220,weekly-newsletter,email
4 - purchase,2018-01-25 15:00,87220,weekly-newsletter,email
1 - landing_page,2018-01-18 01:06,87242,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-18 01:50,87242,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-22 05:33,87242,retargetting-campaign,email
1 - landing_page,2018-01-27 01:58,87298,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-27 06:49,87298,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 10:47,87298,weekly-newsletter,email
1 - landing_page,2018-01-25 11:30,87306,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 13:22,87306,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 07:54,87306,weekly-newsletter,email
1 - landing_page,2018-01-11 07:11,87360,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-11 07:24,87360,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-15 00:48,87360,weekly-newsletter,email
4 - purchase,2018-01-15 00:58,87360,weekly-newsletter,email
1 - landing_page,2018-01-18 05:23,87383,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 08:41,87383,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-16 02:39,87405,cool-tshirts-search,google
2 - shopping_cart,2018-01-16 07:32,87405,cool-tshirts-search,google
3 - checkout,2018-01-20 06:17,87405,retargetting-campaign,email
1 - landing_page,2018-01-29 20:57,87414,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-29 23:28,87414,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-03 00:26,87414,retargetting-ad,facebook
1 - landing_page,2018-01-01 07:51,87430,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-01 10:01,87430,interview-with-cool-tshirts-founder,medium
