,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
83945,313 - CHEST PAIN,390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,PA - Johnstown,90,10493.56,3679.45,2830.92
83946,313 - CHEST PAIN,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,PA - Philadelphia,57,26674.43,5434.59,4425.73
83947,313 - CHEST PAIN,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,120,23840.24,4091.27,3163.59
83948,313 - CHEST PAIN,390116,MERCY SUBURBAN HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,PA - Philadelphia,34,29478.94,4529.29,3563.85
83949,313 - CHEST PAIN,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,PA - Scranton,30,16863.1,3474.2,2437.96
83950,313 - CHEST PAIN,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,PA - Reading,33,28399.9,3236.0,2474.84
83951,313 - CHEST PAIN,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,PA - Philadelphia,16,31315.68,3237.0,2604.25
83952,313 - CHEST PAIN,390132,ST JOSEPH'S HOSPITAL,1600 WEST GIRARD AVENUE,PHILADELPHIA,PA,19130,PA - Philadelphia,55,16847.12,5102.49,4344.7
83953,313 - CHEST PAIN,390133,LEHIGH VALLEY HOSPITAL,PO BOX 689,ALLENTOWN,PA,18105,PA - Allentown,103,21660.3,4110.17,3009.77
83954,313 - CHEST PAIN,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,PA - Wilkes-Barre,72,17806.29,3252.13,2223.54
83955,313 - CHEST PAIN,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia,106,24781.48,3629.39,2471.05
83956,313 - CHEST PAIN,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PA - Philadelphia,89,29243.15,7021.98,6230.19
83957,313 - CHEST PAIN,390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,PA - Pittsburgh,47,11359.34,2960.31,2070.95
83958,313 - CHEST PAIN,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,PA - Pittsburgh,16,9169.06,2799.0,1745.75
83959,313 - CHEST PAIN,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,PA - Harrisburg,36,14571.22,3744.19,2189.97
83960,313 - CHEST PAIN,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,PA - Philadelphia,62,26084.25,3922.22,2386.38
83961,313 - CHEST PAIN,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,19023,PA - Philadelphia,107,30395.71,4955.62,4183.22
83962,313 - CHEST PAIN,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,PA - Allentown,102,28363.29,3733.01,2845.2
83963,313 - CHEST PAIN,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,112,26225.66,5016.98,4091.16
83964,313 - CHEST PAIN,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,PA - Pittsburgh,11,13699.81,2934.54,2320.0
83965,313 - CHEST PAIN,390173,INDIANA REGIONAL MEDICAL CENTER,"835 HOSPITAL ROAD,  PO BOX 788",INDIANA,PA,15701,PA - Pittsburgh,24,7932.41,3071.0,2319.0
83966,313 - CHEST PAIN,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,159,25629.79,5052.73,4270.96
83967,313 - CHEST PAIN,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL ST,WEST CHESTER,PA,19380,PA - Philadelphia,37,15483.24,3232.0,2410.27
83968,313 - CHEST PAIN,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,PA - Philadelphia,48,66911.27,4437.77,3521.64
83969,313 - CHEST PAIN,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,PA - Allentown,23,16599.6,3502.0,2571.04
83970,313 - CHEST PAIN,390185,HAZLETON GENERAL HOSPITAL,700 EAST BROAD STREET,HAZLETON,PA,18201,PA - Allentown,27,19115.37,3254.66,2267.25
83971,313 - CHEST PAIN,390189,SHAMOKIN AREA COMMUNITY HOSPITAL,4200 HOSPITAL ROAD,COAL TOWNSHIP,PA,17866,PA - Danville,15,6487.2,3312.0,2339.46
83972,313 - CHEST PAIN,390192,TYLER MEMORIAL HOSPITAL,880 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,PA - Sayre,11,10099.36,3317.54,2700.09
83973,313 - CHEST PAIN,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,PA - Philadelphia,86,20066.83,3872.37,2836.09
83974,313 - CHEST PAIN,390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,18102,PA - Allentown,37,22392.86,4034.18,3133.97
83975,313 - CHEST PAIN,390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,PA - Pittsburgh,23,4794.86,3172.34,2344.0
83976,313 - CHEST PAIN,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBUR,PA,18301,PA - Allentown,43,17840.53,3988.37,2669.44
83977,313 - CHEST PAIN,390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,PA - Philadelphia,33,19769.06,3233.09,2684.63
83978,313 - CHEST PAIN,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,19152,PA - Philadelphia,89,28806.26,3384.03,2688.79
83979,313 - CHEST PAIN,390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,OH - Youngstown,37,12625.24,3345.4,2386.29
83980,313 - CHEST PAIN,390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,PA - Pittsburgh,14,10961.5,3947.35,2383.0
83981,313 - CHEST PAIN,390220,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,PA - Lancaster,32,32030.75,3278.46,2408.09
83982,313 - CHEST PAIN,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,PA - Philadelphia,75,22973.66,3234.0,2314.72
83983,313 - CHEST PAIN,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,65,23755.89,4436.72,3688.67
83984,313 - CHEST PAIN,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,53,29851.92,4547.03,3720.09
83985,313 - CHEST PAIN,390228,ST CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,PA - Pittsburgh,18,12244.22,2796.0,1985.55
83986,313 - CHEST PAIN,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia,193,22972.31,3715.54,2723.84
83987,313 - CHEST PAIN,390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501,PA - Scranton,51,12763.98,3129.98,2303.49
83988,313 - CHEST PAIN,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,PA - Harrisburg,24,12585.04,4901.29,3913.45
83989,313 - CHEST PAIN,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,PA - Philadelphia,132,19274.15,3381.37,2235.05
83990,313 - CHEST PAIN,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,PA - Allentown,64,24583.6,3644.06,2654.46
83991,313 - CHEST PAIN,390265,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY RD,PITTSBURGH,PA,15236,PA - Pittsburgh,34,8877.05,2797.64,2136.47
83992,313 - CHEST PAIN,390267,WESTERN PENNSYLVANIA HOSP FORBES REGIONAL CAMPUS,2570 HAYMAKER RD,MONROEVILLE,PA,15146,PA - Pittsburgh,28,14822.46,3301.71,2253.0
83993,313 - CHEST PAIN,390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,PA - Danville,32,14417.12,2831.15,1789.28
83994,313 - CHEST PAIN,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,PA - Wilkes-Barre,18,19955.83,3723.66,2423.16
83995,313 - CHEST PAIN,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PA - Philadelphia,106,52883.96,5556.73,4891.25
83996,313 - CHEST PAIN,390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILA,PA,19128,PA - Philadelphia,48,14639.64,3927.06,3290.41
83997,313 - CHEST PAIN,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,2860,RI - Providence,48,13258.31,5207.41,4369.91
83998,313 - CHEST PAIN,410005,ST JOSEPH HEALTH SERVICES OF RI,200 HIGH SERVICE AVENUE,NORTH PROVIDENC,RI,2904,RI - Providence,19,11866.47,3654.84,2887.05
83999,313 - CHEST PAIN,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2902,RI - Providence,60,18099.73,5163.61,4525.88
84000,313 - CHEST PAIN,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,RI - Providence,43,19636.09,4634.62,2588.39
84001,313 - CHEST PAIN,410011,"LANDMARK MEDICAL CENTER,  INC",115 CASS AVE,WOONSOCKET,RI,2895,RI - Providence,42,19788.3,3616.85,2863.26
84002,313 - CHEST PAIN,410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,RI - Providence,13,15861.69,3928.23,3217.84
84003,313 - CHEST PAIN,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,RI - Providence,24,12439.95,3356.0,2419.33
84004,313 - CHEST PAIN,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte,22,13483.18,3718.5,2507.36
84005,313 - CHEST PAIN,420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,SC - Charleston,27,10127.33,5243.48,4455.18
84006,313 - CHEST PAIN,420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg,109,14388.18,3988.79,2310.12
84007,313 - CHEST PAIN,420009,OCONEE MEDICAL CENTER,298 MEMORIAL DRIVE,SENECA,SC,29672,SC - Greenville,51,12137.86,3474.9,2037.25
84008,313 - CHEST PAIN,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,SC - Columbia,22,13381.77,3424.18,2552.36
84009,313 - CHEST PAIN,420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,SC - Greenville,11,18544.63,3327.0,2506.63
84010,313 - CHEST PAIN,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia,55,23682.98,4275.43,3437.98
84011,313 - CHEST PAIN,420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,SC - Charleston,77,14590.42,3823.24,2385.09
84012,313 - CHEST PAIN,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville,63,20172.57,3182.19,2028.53
84013,313 - CHEST PAIN,420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,COLUMBIA,SC,29204,SC - Columbia,65,12948.58,3032.9,2068.35
84014,313 - CHEST PAIN,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville,41,21367.14,3909.6,2372.92
84015,313 - CHEST PAIN,420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,NC - Charlotte,177,20497.31,3336.79,2356.07
84016,313 - CHEST PAIN,420038,LAURENS COUNTY HEALTHCARE SYSTEM,US HWY 76 PO DRAWER 976,CLINTON,SC,29325,SC - Greenville,23,15900.47,3572.21,2644.04
84017,313 - CHEST PAIN,420039,WALLACE THOMSON HOSPITAL,322 W SOUTH ST PO BOX 789,UNION,SC,29379,SC - Spartanburg,39,12551.17,3372.38,2229.38
84018,313 - CHEST PAIN,420043,UPSTATE CAROLINA MEDICAL CENTER,1530 N LIMESTONE ST,GAFFNEY,SC,29340,SC - Spartanburg,25,15837.24,3035.4,2132.36
84019,313 - CHEST PAIN,420048,KERSHAW HEALTH,"HAILE AND ROBERTS STREETS, BOX 7003",CAMDEN,SC,29020,SC - Columbia,42,11750.04,3116.66,2209.42
84020,313 - CHEST PAIN,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,SC - Charleston,35,15100.11,3435.77,2602.17
84021,313 - CHEST PAIN,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence,168,17375.16,3691.83,2502.38
84022,313 - CHEST PAIN,420055,MARION REGIONAL HOSPITAL,2829 E HWY 76,MULLINS,SC,29574,SC - Florence,28,14541.75,3382.78,2080.96
84023,313 - CHEST PAIN,420062,CHESTERFIELD GENERAL HOSPITAL,711 CHESTERFIELD HIGHWAY,CHERAW,SC,29520,SC - Florence,50,14787.84,3317.46,2336.82
84024,313 - CHEST PAIN,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,SC - Charleston,25,16680.44,3507.12,2553.68
84025,313 - CHEST PAIN,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,GA - Savannah,83,16389.59,3677.04,2777.55
84026,313 - CHEST PAIN,420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,SC - Columbia,38,16380.39,3817.31,2717.47
84027,313 - CHEST PAIN,420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,SUMTER,SC,29150,SC - Columbia,22,9004.81,3430.9,2311.09
84028,313 - CHEST PAIN,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,36,16716.19,4526.97,3559.88
84029,313 - CHEST PAIN,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,22,21042.0,3055.77,2088.31
84030,313 - CHEST PAIN,420078,GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,40,16683.82,4030.8,2863.27
84031,313 - CHEST PAIN,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,128,19690.14,3634.53,2204.66
84032,313 - CHEST PAIN,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISL,SC,29925,GA - Savannah,18,14348.16,4287.0,3284.33
84033,313 - CHEST PAIN,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,GA - Augusta,11,9551.45,3578.72,2561.27
84034,313 - CHEST PAIN,420083,MARY BLACK MEMORIAL HOSPITAL,1700 SKYLYN DR BOX 3217,SPARTANBURG,SC,29307,SC - Spartanburg,66,24607.65,3254.75,2269.0
84035,313 - CHEST PAIN,420085,GRAND STRAND REG MED CENTER,809 82ND PARKWAY BOX 7500,MYRTLE BEACH,SC,29577,SC - Charleston,90,14237.63,3231.76,1891.46
84036,313 - CHEST PAIN,420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION,COLUMBIA,SC,29220,SC - Columbia,16,23021.31,3679.5,2695.0
84037,313 - CHEST PAIN,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston,65,16591.93,3149.23,2109.07
84038,313 - CHEST PAIN,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,SC - Florence,114,24636.15,3257.13,2279.09
84039,313 - CHEST PAIN,420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BY-PASS,MURRELLS INLET,SC,29576,SC - Charleston,66,14511.12,3286.89,1709.59
84040,313 - CHEST PAIN,420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,GA - Savannah,12,10882.5,3458.33,2614.66
84041,313 - CHEST PAIN,430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,YANKTON,SD,57078,SD - Sioux Falls,13,14890.76,3564.3,2867.69
84042,313 - CHEST PAIN,430014,AVERA ST LUKES,305 S STATE ST,ABERDEEN,SD,57401,SD - Sioux Falls,15,11501.0,3687.13,2938.86
84043,313 - CHEST PAIN,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  PO BOX 5045,SIOUX FALLS,SD,57117,SD - Sioux Falls,41,12058.9,3724.9,2903.63
84044,313 - CHEST PAIN,430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  PO BOX 5039,SIOUX FALLS,SD,57117,SD - Sioux Falls,118,13228.6,3523.95,2565.79
84045,313 - CHEST PAIN,430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  PO BOX 6000,RAPID CITY,SD,57701,SD - Rapid City,89,12789.06,4655.86,3144.43
84046,313 - CHEST PAIN,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,92,10585.36,3443.96,2492.16
84047,313 - CHEST PAIN,440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,37066,TN - Nashville,61,14582.77,3661.55,2464.14
84048,313 - CHEST PAIN,440006,SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,38,21175.36,3871.1,2224.6
84049,313 - CHEST PAIN,440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,TN - Nashville,29,12003.65,3144.0,2259.44
84050,313 - CHEST PAIN,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,TN - Knoxville,67,15006.7,2939.8,1801.05
84051,313 - CHEST PAIN,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,193,10643.41,3008.63,2109.45
84052,313 - CHEST PAIN,440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,58,10642.25,3593.29,2741.24
84053,313 - CHEST PAIN,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport,162,11065.46,3107.91,2171.09
84054,313 - CHEST PAIN,440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,TN - Johnson City,43,9199.74,3125.13,2220.9
84055,313 - CHEST PAIN,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,TN - Knoxville,30,8600.53,3056.9,2224.06
84056,313 - CHEST PAIN,440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,TN - Knoxville,15,13197.66,2994.66,2129.06
84057,313 - CHEST PAIN,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,23,10604.65,2835.43,1928.0
84058,313 - CHEST PAIN,440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,CLARKSVILLE,TN,37040,TN - Nashville,129,14607.25,3347.87,2362.75
84059,313 - CHEST PAIN,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,40,14136.1,4522.22,3424.65
84060,313 - CHEST PAIN,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,149,16314.1,3584.79,2423.57
84061,313 - CHEST PAIN,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,196,17821.17,4157.33,2913.57
84062,313 - CHEST PAIN,440051,MCNAIRY REGIONAL HOSPITAL,705 E POPLAR AVE,SELMER,TN,38375,TN - Memphis,13,15974.38,3424.0,2565.53
84063,313 - CHEST PAIN,440053,MIDDLE TENNESSEE MEDICAL CENTER INC,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville,53,12955.67,3215.03,2483.0
84064,313 - CHEST PAIN,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,TN - Knoxville,24,13810.0,3337.33,1686.45
84065,313 - CHEST PAIN,440058,SOUTHERN TENNESSEE MEDICAL CENTER,185 HOSPITAL ROAD,WINCHESTER,TN,37398,TN - Nashville,26,12204.23,3180.46,2170.73
84066,313 - CHEST PAIN,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,77,7434.75,3263.37,2404.64
84067,313 - CHEST PAIN,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,185,15580.44,3346.09,2512.52
84068,313 - CHEST PAIN,440064,GRANDVIEW MEDICAL CENTER,1000 HIGHWAY 28,JASPER,TN,37347,TN - Chattanooga,15,15007.8,3468.13,2512.13
84069,313 - CHEST PAIN,440067,LAKEWAY REGIONAL HOSPITAL,726 MCFARLAND ST,MORRISTOWN,TN,37814,TN - Knoxville,31,14885.74,3233.12,2362.12
84070,313 - CHEST PAIN,440072,DYERSBURG REGIONAL MEDICAL CENTER,400 TICKLE ST,DYERSBURG,TN,38024,TN - Memphis,18,26303.27,2976.0,2415.33
84071,313 - CHEST PAIN,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,39,8289.2,3333.76,2247.23
84072,313 - CHEST PAIN,440082,ST THOMAS HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,59,11604.22,3046.37,2039.11
84073,313 - CHEST PAIN,440083,JAMESTOWN REGIONAL MEDICAL CENTER,436 CENTRAL AVENUE WEST,JAMESTOWN,TN,38556,TN - Nashville,14,11391.57,3198.14,2297.28
84074,313 - CHEST PAIN,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,91,15862.81,2850.35,1960.32
84075,313 - CHEST PAIN,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,30,13107.73,3779.5,2820.83
84076,313 - CHEST PAIN,440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDOUN MEDICAL CENTER DR,LENOIR CITY,TN,37772,TN - Knoxville,11,8064.18,2755.63,1738.18
84077,313 - CHEST PAIN,440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,TN - Nashville,11,15735.18,4814.9,4200.36
84078,313 - CHEST PAIN,440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville,113,15997.32,2867.24,1895.31
84079,313 - CHEST PAIN,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,28,11372.35,3115.75,1993.71
84080,313 - CHEST PAIN,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,TN - Memphis,14,10523.28,2856.85,2374.0
84081,313 - CHEST PAIN,440133,BAPTIST HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,29,16338.41,4657.75,2267.86
84082,313 - CHEST PAIN,440137,HERITAGE MEDICAL CENTER,2835 HWY 231 N,SHELBYVILLE,TN,37160,TN - Nashville,26,13352.42,3114.0,2338.92
84083,313 - CHEST PAIN,440144,HARTON REGIONAL MEDICAL CENTER,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,TN - Nashville,51,15940.27,3154.33,2202.21
84084,313 - CHEST PAIN,440150,SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,15,16384.46,3755.66,2069.0
84085,313 - CHEST PAIN,440151,RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,TN - Nashville,32,14096.62,3367.0,2523.0
84086,313 - CHEST PAIN,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,36,23950.77,3920.63,2617.05
84087,313 - CHEST PAIN,440159,DELTA MEDICAL CENTER,3000 GETWELL RD,MEMPHIS,TN,38118,TN - Memphis,13,18266.76,3692.92,3088.3
84088,313 - CHEST PAIN,440161,CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,26,21561.69,3586.92,2490.3
84089,313 - CHEST PAIN,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,38,12617.94,3076.1,2114.97
84090,313 - CHEST PAIN,440174,HAYWOOD PARK COMMUNITY HOSPITAL,2545 N WASHINGTON AVE,BROWNSVILLE,TN,38012,TN - Memphis,21,6331.71,3899.71,2863.33
