movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
Danny Collins,10000000.0,5637066.0,7501132.0,R,Comedy
Rescue Dawn,10000000.0,5490423.0,7037886.0,PG-13,Action
Black and White,10000000.0,5241315.0,5241315.0,R,Drama
Io sono l’amore,10000000.0,5005465.0,15121528.0,R,Drama
Gotti,10000000.0,4286367.0,6089100.0,R,Drama
"Jeff, Who Lives at Home",10000000.0,4269426.0,4708127.0,R,Comedy
Denial,10000000.0,4073448.0,9263940.0,PG-13,Drama
Everybody Wants Some,10000000.0,3400278.0,5437126.0,R,Comedy
Crash,10000000.0,3357324.0,3357324.0,R,Drama
Atlas Shrugged: Part II,10000000.0,3336053.0,3336053.0,PG-13,Drama
Romeo Is Bleeding,10000000.0,3275585.0,3275585.0,R,Drama
The Limey,10000000.0,3193102.0,6030047.0,R,Drama
Rosewater,10000000.0,3128941.0,3185717.0,R,Drama
The House of Mirth,10000000.0,3041803.0,5149131.0,PG,Drama
Malone,10000000.0,3000000.0,3000000.0,R,Action
Peaceful Warrior,10000000.0,2893666.0,3260179.0,PG-13,Drama
Bucky Larson: Born to Be a Star,10000000.0,2529395.0,2529395.0,R,Comedy
Bamboozled,10000000.0,2185266.0,2373937.0,R,Drama
The Iceman,10000000.0,1930282.0,3623609.0,R,Drama
Free Fire,10000000.0,1799322.0,3793739.0,R,Action
A Better Life,10000000.0,1759252.0,1884251.0,PG-13,Drama
Spider,10000000.0,1641788.0,1641788.0,R,Drama
Nicholas Nickleby,10000000.0,1562800.0,1562800.0,PG,Drama
50 to 1,10000000.0,1069454.0,1069454.0,PG-13,Drama
Owning Mahowny,10000000.0,1011054.0,1011054.0,R,Drama
The Ten Commandments,10000000.0,952820.0,1051907.0,PG,Adventure
The Brothers Solomon,10000000.0,900926.0,900926.0,R,Comedy
My Blueberry Nights,10000000.0,866778.0,22198996.0,PG-13,Drama
Illuminata,10000000.0,836641.0,836641.0,R,Drama
Coriolanus,10000000.0,749641.0,2179623.0,R,Drama
Parkland,10000000.0,641439.0,1616353.0,PG-13,Drama
Shaolin Soccer,10000000.0,488872.0,42776032.0,PG-13,Comedy
King of California,10000000.0,268461.0,1165102.0,PG-13,Drama
Rien ne va plus,10000000.0,245359.0,5045359.0,,Comedy
La femme de chambre du Titanic,10000000.0,244465.0,244465.0,,Drama
Imaginary Heroes,10000000.0,228524.0,290875.0,R,Drama
"Cinco de Mayo, La Batalla",10000000.0,173472.0,173472.0,R,Action
Welcome to the Rileys,10000000.0,152857.0,355919.0,R,Drama
Kicks,10000000.0,150191.0,150191.0,R,Adventure
High School,10000000.0,139034.0,248133.0,R,Comedy
Severance,10000000.0,137221.0,5950002.0,R,Comedy
Joheunnom nabbeunnom isanghannom,10000000.0,128486.0,42226657.0,R,Action
Police Academy 7: Mission to Moscow,10000000.0,126247.0,126247.0,PG,Comedy
Blood Done Sign My Name,10000000.0,109383.0,109383.0,PG-13,Drama
Motherhood,10000000.0,93388.0,723388.0,PG-13,Comedy
Eulogy,10000000.0,70527.0,70527.0,R,Comedy
Elsa & Fred,10000000.0,67657.0,109144.0,PG-13,Comedy
The Open Road,10000000.0,19716.0,19716.0,PG-13,Drama
Strangerland,10000000.0,17472.0,161097.0,R,Drama
Janky Promoters,10000000.0,9069.0,9069.0,R,Comedy
Blonde Ambition,10000000.0,6422.0,1537479.0,PG-13,Comedy
It's a Wonderful Afterlife,10000000.0,0.0,1642939.0,PG-13,Comedy
Fifty Dead Men Walking,10000000.0,0.0,997921.0,R,Drama
Plastic,10000000.0,0.0,575371.0,R,Action
Partition,10000000.0,0.0,0.0,,Drama
Detention,10000000.0,0.0,0.0,R,Comedy
Nurse 3D,10000000.0,0.0,0.0,R,Horror
American Heist,10000000.0,0.0,0.0,R,Action
Amour,9700000.0,6738954.0,36787044.0,PG-13,Drama
The Lost City,9600000.0,2484186.0,5256839.0,R,Drama
Next Friday,9500000.0,57176582.0,59675307.0,R,Comedy
You Only Live Twice,9500000.0,43100000.0,111600000.0,PG,Action
Poltergeist III,9500000.0,14114000.0,14114000.0,PG-13,Horror
The Runaways,9500000.0,3573673.0,5278632.0,R,Drama
Gentlemen Broncos,9500000.0,115155.0,119955.0,PG-13,Comedy
It's a Mad Mad Mad Mad World,9400000.0,46300000.0,60000000.0,,Comedy
Volver,9400000.0,12899867.0,87226613.0,R,Comedy
Heavy Metal,9300000.0,19571091.0,19571091.0,,Adventure
Richard III,9200000.0,2684904.0,4199334.0,R,Drama
Alien,9000000.0,80930630.0,203630630.0,R,Horror
Thunderball,9000000.0,63600000.0,141200000.0,PG,Action
Set It Off,9000000.0,36049108.0,36049108.0,R,Drama
Ouija: Origin of Evil,9000000.0,35144505.0,81831866.0,PG-13,Horror
Child's Play,9000000.0,33244684.0,44196684.0,R,Horror
Black or White,9000000.0,21571189.0,21971021.0,PG-13,Drama
Harold & Kumar Go to White Castle,9000000.0,18225165.0,18225165.0,R,Comedy
The Contender,9000000.0,17804273.0,17804273.0,R,Drama
Boiler Room,9000000.0,16963963.0,28773637.0,R,Drama
Black Christmas,9000000.0,16235738.0,16235738.0,R,Horror
The Edge of Seventeen,9000000.0,14431633.0,19096003.0,R,Drama
Jackie,9000000.0,13960394.0,29345883.0,R,Drama
The Ice Pirates,9000000.0,13075390.0,13075390.0,,Comedy
Henry V,9000000.0,10161099.0,10176701.0,PG-13,Action
Loving,9000000.0,7710234.0,12898064.0,PG-13,Drama
The Savages,9000000.0,6623082.0,10642023.0,R,Drama
Chasing Papi,9000000.0,6126237.0,12657377.0,PG,Comedy
The Way of the Gun,9000000.0,6047856.0,13061935.0,R,Action
Hamlet 2,9000000.0,4886216.0,4934104.0,R,Comedy
Igby Goes Down,9000000.0,4777465.0,4777465.0,R,Comedy
PCU,9000000.0,4333569.0,4333569.0,PG-13,Comedy
The Ultimate Gift,9000000.0,3438735.0,3438735.0,PG,Drama
Beautiful,9000000.0,3134509.0,3134509.0,PG-13,Drama
Gracie,9000000.0,2956339.0,3922043.0,PG-13,Drama
Greater,9000000.0,2000093.0,2000093.0,PG,Drama
Trust the Man,9000000.0,1530535.0,2548378.0,R,Comedy
Princess Kaiulani,9000000.0,883887.0,883887.0,PG,Drama
Dheepan,9000000.0,248795.0,7704357.0,R,Drama
All or Nothing,9000000.0,184255.0,184255.0,R,Drama
Opal Dream,9000000.0,14443.0,14443.0,PG,Drama
Skin Trade,9000000.0,1242.0,1242.0,R,Action
Veronika Decides to Die,9000000.0,0.0,2243.0,R,Drama
Barbarella,9000000.0,0.0,0.0,PG,Adventure
Ultramarines,8900000.0,0.0,0.0,R,Action
Crocodile Dundee,8800000.0,174803506.0,328203506.0,PG-13,Comedy
Manchester by the Sea,8500000.0,47695371.0,77733867.0,R,Drama
Crazy Heart,8500000.0,39471742.0,47417251.0,R,Drama
Star Wars: The Clone Wars,8500000.0,35161554.0,68695443.0,PG,Adventure
The DUFF,8500000.0,34030343.0,43528634.0,PG-13,Comedy
The Lost Boys,8500000.0,32222567.0,32222567.0,R,Horror
The Rose,8500000.0,29200000.0,29200000.0,,Drama
Haakon Haakonsen,8500000.0,15024232.0,15024232.0,PG,Adventure
The Namesake,8500000.0,13610521.0,20288774.0,PG-13,Drama
Club Dread,8500000.0,5001655.0,7573551.0,R,Comedy
Bright Star,8500000.0,4444637.0,17220091.0,PG,Drama
The Rover,8500000.0,1109199.0,3180252.0,R,Drama
A.C.O.R.N.S.: Operation Crackdown,8500000.0,0.0,1353287.0,PG,Adventure
My Name is Khan,8470000.0,4046336.0,42355526.0,PG-13,Drama
Limbo,8300000.0,2160710.0,2598224.0,R,Drama
The City of Your Final Destination,8300000.0,493296.0,1353296.0,PG-13,Drama
Kurtlar vadisi - Irak,8300000.0,0.0,24906717.0,,Action
Pulp Fiction,8000000.0,107928762.0,212928762.0,R,Drama
The Karate Kid,8000000.0,90815558.0,90815558.0,PG,Action
The Muppet Movie,8000000.0,76657000.0,76657000.0,G,Adventure
Splash,8000000.0,62599495.0,62599495.0,PG,Comedy
Little Miss Sunshine,8000000.0,59891098.0,100642353.0,R,Comedy
Easy A,8000000.0,58401464.0,76200721.0,PG-13,Comedy
Stand by Me,8000000.0,52287414.0,52287414.0,R,Drama
28 Days Later…,8000000.0,45064915.0,82955633.0,R,Horror
Escape from Alcatraz,8000000.0,43000000.0,43000000.0,PG,Drama
You Got Served,8000000.0,40066497.0,50811858.0,PG-13,Drama
Howards End,8000000.0,26124872.0,26317943.0,PG,Drama
Shutter,8000000.0,25928550.0,47782426.0,PG-13,Horror
Modern Problems,8000000.0,24474312.0,24474312.0,,Comedy
On Her Majesty's Secret Service,8000000.0,22800000.0,82000000.0,PG,Action
Creepshow,8000000.0,20036244.0,20036244.0,,Horror
Akeelah and the Bee,8000000.0,18848430.0,18959424.0,PG,Drama
Wes Craven's New Nightmare,8000000.0,18090181.0,18090181.0,R,Horror
Drive Me Crazy,8000000.0,17843379.0,22591451.0,PG-13,Comedy
Enough Said,8000000.0,17550872.0,25621449.0,PG-13,Comedy
Half Baked,8000000.0,17394881.0,17394881.0,R,Comedy
Begin Again,8000000.0,16170632.0,68838736.0,R,Drama
See No Evil,8000000.0,15032800.0,18828036.0,R,Horror
The Good Girl,8000000.0,14018296.0,16585503.0,R,Drama
Prom,8000000.0,10130219.0,10763183.0,PG,Comedy
The Inkwell,8000000.0,8864699.0,8864699.0,R,Comedy
Shadow of the Vampire,8000000.0,8279017.0,8279017.0,R,Drama
Me and Earl and the Dying Girl,8000000.0,6758416.0,9266180.0,PG-13,Drama
It's Kind of a Funny Story,8000000.0,6363628.0,6632950.0,PG-13,Comedy
Held Up,8000000.0,4714090.0,4714090.0,PG-13,Comedy
Anomalisa,8000000.0,3759286.0,5538273.0,R,Adventure
Caché,8000000.0,3647381.0,19891331.0,R,Drama
Another Year,8000000.0,3205706.0,20005613.0,PG-13,Drama
Showdown in Little Tokyo,8000000.0,2275557.0,2275557.0,R,Action
Made in Dagenham,8000000.0,1095369.0,15644196.0,R,Drama
Prefontaine,8000000.0,590817.0,590817.0,PG-13,Drama
The Wicked Lady,8000000.0,589308.0,589308.0,R,Drama
Brooklyn Rules,8000000.0,458232.0,458232.0,R,Drama
The Singing Detective,8000000.0,336456.0,524747.0,R,Comedy
Fido,8000000.0,298110.0,456814.0,R,Horror
Restless,8000000.0,163753.0,2772511.0,PG-13,Drama
The Wendell Baker Story,8000000.0,127188.0,127188.0,PG-13,Comedy
Wild Target,8000000.0,109338.0,5314194.0,PG-13,Comedy
Aloft,8000000.0,53086.0,53086.0,R,Drama
Fireflies in the Garden,8000000.0,36884.0,3587191.0,R,Drama
Akira,8000000.0,19585.0,19585.0,R,Action
"Don Gato, el inicio de la pandilla",8000000.0,0.0,4598934.0,PG,Adventure
Maurice Richard,8000000.0,0.0,0.0,PG,Drama
Code of Honor,8000000.0,0.0,0.0,R,Action
The Blood of Heroes,7700000.0,882290.0,882290.0,,Action
Driving Miss Daisy,7500000.0,106593296.0,106593296.0,PG,Drama
Soul Food,7500000.0,43492389.0,43492389.0,R,Comedy
Rumble in the Bronx,7500000.0,32281907.0,36238752.0,R,Action
Hostel: Part II,7500000.0,17544812.0,33606409.0,R,Horror
An Education,7500000.0,12574914.0,29652736.0,PG-13,Drama
Extract,7500000.0,10823158.0,10849158.0,R,Comedy
Shopgirl,7500000.0,10284523.0,11758418.0,R,Drama
The Hotel New Hampshire,7500000.0,5142858.0,5142858.0,,Drama
Men with Brooms,7500000.0,4239767.0,4239767.0,R,Comedy
Witless Protection,7500000.0,4151836.0,4151836.0,PG-13,Comedy
The Work and the Glory,7500000.0,3347647.0,3347647.0,PG,Drama
Albert Nobbs,7500000.0,3014696.0,8539003.0,R,Drama
The Neon Demon,7500000.0,1333124.0,3559803.0,R,Horror
Masked and Anonymous,7500000.0,533344.0,555335.0,PG-13,Drama
Borg vs McEnroe,7500000.0,231346.0,3257078.0,R,Drama
Pound of Flesh,7500000.0,0.0,0.0,R,Action
Persepolis,7300000.0,4443403.0,25397460.0,PG-13,Drama
Die Welle,7250000.0,0.0,35122948.0,,Drama
The Omega Code,7200000.0,12610552.0,12678312.0,PG-13,Action
Juno,7000000.0,143495265.0,231450102.0,PG-13,Comedy
The Godfather,7000000.0,134966411.0,268500000.0,R,Drama
Magic Mike,7000000.0,113721571.0,170549753.0,R,Comedy
Flashdance,7000000.0,90463574.0,201463574.0,R,Drama
I Can Only Imagine,7000000.0,83482352.0,85430011.0,PG,Drama
The Piano,7000000.0,40157856.0,40168957.0,R,Drama
Live and Let Die,7000000.0,35400000.0,161800000.0,PG,Action
My Dog Skip,7000000.0,34099640.0,35795319.0,PG,Drama
Darkness Falls,7000000.0,32539681.0,47289758.0,PG-13,Horror
"Good Night, and Good Luck",7000000.0,31501218.0,56586901.0,PG,Drama
Capote,7000000.0,28750530.0,49924079.0,R,Drama
The Great Gatsby,7000000.0,26533200.0,26533200.0,,Drama
Desperado,7000000.0,25532388.0,25532388.0,R,Action
Kingdom Come,7000000.0,23247539.0,23393939.0,PG,Comedy
The Man with the Golden Gun,7000000.0,21000000.0,97600000.0,PG,Action
Action Jackson,7000000.0,20257000.0,20257000.0,R,Action
Breathless,7000000.0,19910002.0,19910002.0,R,Action
Dope,7000000.0,17506470.0,18190831.0,R,Comedy
The Devil's Rejects,7000000.0,17044981.0,20940428.0,R,Horror
Devil's Due,7000000.0,15821461.0,36146087.0,R,Horror
Flirting with Disaster,7000000.0,14853474.0,16149180.0,R,Comedy
Beyond the Lights,7000000.0,14618727.0,14618727.0,PG-13,Drama
Buffy the Vampire Slayer,7000000.0,14231669.0,14231669.0,PG-13,Horror
In Too Deep,7000000.0,14026509.0,15471229.0,R,Drama
"House of 1,000 Corpses",7000000.0,12634962.0,17005466.0,R,Horror
Silver Bullet,7000000.0,10803211.0,10803211.0,R,Horror
House of the Dead,7000000.0,10199354.0,13767816.0,R,Horror
A Serious Man,7000000.0,9228788.0,30360570.0,R,Comedy
A Single Man,7000000.0,9176000.0,28142379.0,R,Drama
Warlock,7000000.0,8824553.0,8824553.0,R,Horror
The Last Temptation of Christ,7000000.0,8373585.0,8373585.0,,Drama
Cyrus,7000000.0,7468936.0,10062896.0,R,Comedy
Outside Providence,7000000.0,7309628.0,7824358.0,R,Comedy
Rabbit-Proof Fence,7000000.0,6199600.0,16866928.0,PG,Drama
Who's Your Caddy?,7000000.0,5694308.0,5694308.0,PG-13,Comedy
Split Second,7000000.0,5430822.0,5430822.0,R,Action
The Other Side of Heaven,7000000.0,4720371.0,4720371.0,PG,Drama
Dark Angel,7000000.0,4372561.0,4372561.0,,Action
American Anthem,7000000.0,3571624.0,3571624.0,PG-13,Drama
Redbelt,7000000.0,2344847.0,2667084.0,R,Action
A Dog of Flanders,7000000.0,2165637.0,2165637.0,PG,Drama
Auto Focus,7000000.0,2062066.0,2703821.0,R,Drama
The Mighty Macs,7000000.0,1891936.0,1891936.0,G,Drama
Somewhere,7000000.0,1785645.0,17023121.0,R,Drama
We Need to Talk About Kevin,7000000.0,1738692.0,10765283.0,R,Drama
Factory Girl,7000000.0,1661464.0,1661464.0,R,Drama
The Christmas Candle,7000000.0,1632000.0,1933829.0,PG,Adventure
I Hope They Serve Beer in Hell,7000000.0,1429299.0,1429453.0,R,Comedy
Losin' It,7000000.0,1246141.0,1246141.0,R,Comedy
Mother and Child,7000000.0,1110509.0,6537179.0,R,Drama
Les Visiteurs,7000000.0,659000.0,98754000.0,R,Comedy
Freeheld,7000000.0,546201.0,1732228.0,PG-13,Drama
Dom Hemingway,7000000.0,523511.0,1857458.0,R,Comedy
The Extra Man,7000000.0,453377.0,492108.0,R,Comedy
Hesher,7000000.0,382946.0,382946.0,R,Drama
Chairman of the Board,7000000.0,306715.0,306715.0,PG-13,Comedy
Gerry,7000000.0,254683.0,719699.0,R,Drama
The Boondock Saints,7000000.0,30471.0,411874.0,R,Action
The Kings of Appletown,7000000.0,0.0,0.0,PG,Action
House at the End of the Street,6900000.0,31611916.0,44103982.0,PG-13,Horror
Dazed and Confused,6900000.0,7950889.0,7950889.0,R,Comedy
Incendies,6800000.0,6857096.0,16038343.0,R,Drama
The Chumscrubber,6800000.0,49526.0,49526.0,R,Drama
Tropa de Elite,6537890.0,8744.0,14319195.0,R,Action
Annabelle,6500000.0,84273813.0,256862920.0,R,Horror
Boyz n the Hood,6500000.0,56190094.0,56215095.0,R,Drama
La Bamba,6500000.0,54215416.0,54215416.0,PG-13,Drama
The Four Seasons,6500000.0,42488161.0,42488161.0,PG,Comedy
The Adventures of Huck Finn,6500000.0,24103594.0,24103594.0,PG,Adventure
Friends with Money,6500000.0,13368437.0,18110152.0,R,Comedy
Bats,6500000.0,10155691.0,10155691.0,R,Horror
Nowhere in Africa,6500000.0,6173485.0,6173485.0,R,Drama
The East,6500000.0,2274649.0,3027956.0,PG-13,Drama
The Messenger,6500000.0,1109660.0,1744952.0,R,Drama
A Home at the End of the World,6500000.0,1029017.0,1033810.0,R,Drama
The Terminator,6400000.0,38019031.0,78019031.0,R,Action
"Good Bye, Lenin!",6400000.0,4063859.0,79384539.0,R,Comedy
Control,6400000.0,871577.0,8902141.0,R,Drama
The Damned United,6400000.0,449865.0,4199874.0,R,Drama
Die Fälscher,6250000.0,5488570.0,20199663.0,R,Drama
Return of the Living Dead Part II,6200000.0,9205924.0,9205924.0,,Horror
Mallrats,6100000.0,2108367.0,2108367.0,R,Comedy
Platoon,6000000.0,137963328.0,137978395.0,R,Drama
Ordinary People,6000000.0,52302978.0,52302978.0,R,Drama
Around the World in 80 Days,6000000.0,42000000.0,42000000.0,PG,Adventure
Caddyshack,6000000.0,39846344.0,39846344.0,,Comedy
The Brothers,6000000.0,27457409.0,27958191.0,R,Comedy
The Wrestler,6000000.0,26238243.0,46634275.0,R,Drama
Do the Right Thing,6000000.0,26004026.0,26004026.0,R,Comedy
Escape from New York,6000000.0,25244700.0,25244700.0,R,Action
The Wood,6000000.0,25059640.0,25059640.0,R,Comedy
The Usual Suspects,6000000.0,23341568.0,34449356.0,R,Drama
National Lampoon’s Van Wilder,6000000.0,21305259.0,39241323.0,R,Comedy
Best in Show,6000000.0,18621249.0,20695413.0,PG-13,Comedy
The Last King of Scotland,6000000.0,17606684.0,49155371.0,R,Drama
A Mighty Wind,6000000.0,17583468.0,18504539.0,PG-13,Comedy
School Daze,6000000.0,14545844.0,14545844.0,R,Drama
Daddy Day Camp,6000000.0,13235267.0,18209872.0,PG,Comedy
Mystic Pizza,6000000.0,12793213.0,12793213.0,R,Comedy
Mr. Nice Guy,6000000.0,12716953.0,31716953.0,PG-13,Action
Sliding Doors,6000000.0,11911200.0,58809149.0,PG-13,Drama
Tales from the Hood,6000000.0,11784569.0,11784569.0,R,Horror
The Words,6000000.0,11494838.0,16369708.0,PG-13,Drama
Pollock,6000000.0,8596914.0,10557291.0,R,Drama
City Island,6000000.0,6671283.0,8173486.0,PG-13,Comedy
Casa de mi Padre,6000000.0,5909483.0,8446952.0,R,Comedy
The Guard,6000000.0,5359774.0,21197454.0,R,Comedy
College,6000000.0,4694491.0,6176114.0,R,Comedy
La science des rêves,6000000.0,4670644.0,15137932.0,R,Comedy
Miss March,6000000.0,4543320.0,4713059.0,R,Comedy
Wish I Was Here,6000000.0,3591299.0,6591365.0,R,Comedy
Venus,6000000.0,3347411.0,7818479.0,R,Drama
Veronica Mars,6000000.0,3322127.0,3485383.0,PG-13,Drama
Shattered Glass,6000000.0,2207975.0,3456602.0,PG-13,Drama
The Wackness,6000000.0,2077046.0,3330012.0,R,Comedy
Novocaine,6000000.0,2025238.0,2522928.0,R,Comedy
Snow Flower and the Secret Fan,6000000.0,1348205.0,11348205.0,PG-13,Drama
The Business of Strangers,6000000.0,1030920.0,1290920.0,R,Drama
Jûsan-nin no shikaku,6000000.0,802778.0,18727440.0,R,Action
The 5th Quarter,6000000.0,408159.0,408159.0,PG,Drama
The First Great Train Robbery,6000000.0,391942.0,391942.0,,Action
Come Early Morning,6000000.0,119452.0,119452.0,R,Drama
The Greatest,6000000.0,115862.0,117796.0,R,Drama
"Surfer, Dude",6000000.0,36497.0,36497.0,R,Comedy
Song One,6000000.0,32251.0,437089.0,PG-13,Drama
Videodrome,5952000.0,2120439.0,2120439.0,,Horror
Winter in Wartime,5800000.0,542860.0,9662214.0,R,Drama
Tom yum goong,5700000.0,12044087.0,43044087.0,R,Action
The Inbetweeners,5700000.0,35955.0,86051320.0,R,Comedy
Bend it Like Beckham,5600000.0,32543449.0,74566042.0,PG-13,Drama
Crossover,5600000.0,7009668.0,7009668.0,PG-13,Drama
Sunshine State,5600000.0,3064356.0,3281898.0,PG-13,Drama
The Sting,5500000.0,159616327.0,159616327.0,PG,Comedy
Chariots of Fire,5500000.0,61558162.0,61865947.0,PG,Drama
Diary of a Mad Black Woman,5500000.0,50406346.0,50458356.0,PG-13,Drama
Shine,5500000.0,35811509.0,36672493.0,PG-13,Drama
Hell Fest,5500000.0,10751601.0,12527795.0,R,Horror
Mambo Italiano,5500000.0,9282750.0,12399772.0,R,Comedy
Ghost World,5500000.0,6217849.0,8761608.0,R,Comedy
Iris,5500000.0,5580479.0,15155021.0,R,Drama
Les Choristes,5500000.0,3629758.0,83529758.0,PG-13,Drama
Wonderland,5500000.0,1060512.0,1060512.0,R,Drama
Haevnen,5500000.0,1008098.0,15867314.0,R,Drama
Harvard Man,5500000.0,56653.0,56653.0,R,Drama
Salvation Boulevard,5500000.0,28468.0,28468.0,R,Comedy
The Ten,5250000.0,769726.0,786677.0,R,Comedy
The Girl with all the Gifts,5250000.0,0.0,4802379.0,R,Horror
Saint Ralph,5200000.0,795126.0,1695126.0,PG-13,Comedy
Dum Maaro Dum,5200000.0,564489.0,11633427.0,R,Drama
Somewhere in Time,5100000.0,9709597.0,9709597.0,,Drama
Get Out,5000000.0,176040665.0,255363701.0,R,Horror
Split,5000000.0,138141585.0,278306227.0,PG-13,Horror
Paranormal Activity 3,5000000.0,104028807.0,202053386.0,R,Horror
Saw II,5000000.0,87025093.0,152925093.0,R,Horror
Insidious Chapter 2,5000000.0,83586447.0,161921515.0,PG-13,Horror
Lights Out,5000000.0,67268835.0,148868835.0,PG-13,Horror
Jackass: The Movie,5000000.0,64282312.0,79282312.0,R,Comedy
Happy Death Day,5000000.0,55683845.0,125013000.0,PG-13,Horror
Paranormal Activity 4,5000000.0,53900335.0,140619520.0,R,Horror
Ouija,5000000.0,50856010.0,103300632.0,PG-13,Horror
No se Aceptan Devoluciones,5000000.0,44467206.0,100486616.0,PG-13,Comedy
The Return of the Pink Panther,5000000.0,41833347.0,41833347.0,,Comedy
Monster,5000000.0,34469210.0,64240813.0,R,Drama
"20,000 Leagues Under the Sea",5000000.0,28200000.0,28200000.0,G,Adventure
Oculus,5000000.0,27695246.0,44115496.0,R,Horror
Dallas Buyers Club,5000000.0,27298285.0,60611845.0,R,Drama
The Lazarus Effect,5000000.0,25801570.0,35341814.0,PG-13,Horror
Memento,5000000.0,25544867.0,39723096.0,R,Drama
Our Idiot Brother,5000000.0,24814830.0,25861249.0,R,Comedy
Clerks II,5000000.0,24148068.0,27342246.0,R,Comedy
The Players Club,5000000.0,23047939.0,23047939.0,R,Drama
Billy Elliot,5000000.0,21995263.0,109263464.0,PG-13,Drama
The Way Way Back,5000000.0,21502690.0,26853810.0,PG-13,Comedy
God’s Not Dead 2,5000000.0,20773069.0,23562057.0,PG,Drama
The Apostle,5000000.0,20733485.0,21277770.0,PG-13,Drama
The Man From Snowy River,5000000.0,20659423.0,20659423.0,,Drama
House Party 2,5000000.0,19438638.0,19438638.0,R,Comedy
Doug's 1st Movie,5000000.0,19421271.0,19421271.0,G,Adventure
Mommie Dearest,5000000.0,19032000.0,25032000.0,,Drama
Still Alice,5000000.0,18656400.0,41699612.0,PG-13,Drama
"Paul, Apostle of Christ",5000000.0,17547999.0,23389835.0,PG-13,Drama
Addicted,5000000.0,17390770.0,17499242.0,R,Drama
O (Othello),5000000.0,16017403.0,16017403.0,R,Drama
Eve's Bayou,5000000.0,14843425.0,14843425.0,R,Drama
Nighthawks,5000000.0,14600000.0,19600000.0,,Action
It Comes at Night,5000000.0,13985117.0,19720203.0,R,Horror
Y Tu Mamá También,5000000.0,13649881.0,33649881.0,R,Drama
Shaun of the Dead,5000000.0,13542874.0,30332385.0,R,Comedy
Lone Star,5000000.0,12961389.0,12961389.0,R,Drama
April Fool's Day,5000000.0,12947763.0,12947763.0,,Horror
Diner,5000000.0,12592907.0,12592907.0,,Comedy
Before I Fall,5000000.0,12241072.0,18945682.0,PG-13,Drama
Lone Wolf McQuade,5000000.0,12232628.0,12232628.0,,Action
Sunshine Cleaning,5000000.0,12062558.0,17329337.0,R,Comedy
Fifty Shades of Black,5000000.0,11686940.0,22113075.0,R,Comedy
The Beastmaster,5000000.0,10751126.0,10751126.0,,Action
Not Easily Broken,5000000.0,10572742.0,10732909.0,PG-13,Drama
Moms’ Night Out,5000000.0,10429707.0,10537341.0,PG,Adventure
The Belko Experiment,5000000.0,10166820.0,10803839.0,R,Horror
Digimon: The Movie,5000000.0,9628751.0,16628751.0,PG,Adventure
Saved!,5000000.0,8886160.0,10206551.0,PG-13,Comedy
Les invasions barbares,5000000.0,8460000.0,25913869.0,R,Drama
Force 10 from Navarone,5000000.0,7100000.0,7100000.0,,Action
The Forsaken,5000000.0,6755271.0,6755271.0,R,Horror
UHF,5000000.0,6157157.0,6157157.0,,Comedy
Grandma’s Boy,5000000.0,6090172.0,6590172.0,R,Comedy
Slums of Beverly Hills,5000000.0,5502773.0,5502773.0,R,Comedy
Made,5000000.0,5308707.0,5476060.0,R,Comedy
90 Minutes in Heaven,5000000.0,4816142.0,4816142.0,PG-13,Drama
Keeping Up with the Steins,5000000.0,4339241.0,4414753.0,PG-13,Comedy
The Sweet Hereafter,5000000.0,4306697.0,7951247.0,R,Drama
Bottle Shock,5000000.0,4078607.0,4815890.0,PG-13,Drama
Des Hommes et Des Dieux,5000000.0,3954651.0,46263525.0,PG-13,Drama
Jekyll and Hyde... Together Again,5000000.0,3707583.0,3707583.0,,Comedy
Table 19,5000000.0,3614896.0,4620399.0,PG-13,Comedy
Green Room,5000000.0,3220371.0,3807503.0,R,Horror
Heavenly Creatures,5000000.0,3046086.0,5438120.0,R,Drama
Everything Must Go,5000000.0,2712131.0,2821010.0,PG,Drama
Rabbit Hole,5000000.0,2229058.0,6205034.0,PG-13,Drama
Paterson,5000000.0,2141423.0,10761547.0,R,Comedy
Zero Effect,5000000.0,2080693.0,2080693.0,R,Comedy
Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,PG-13,Drama
Party Monster,5000000.0,742898.0,894030.0,R,Comedy
Bottle Rocket,5000000.0,407488.0,407488.0,R,Action
Ain't Them Bodies Saints,5000000.0,391611.0,1075009.0,R,Drama
Albino Alligator,5000000.0,353480.0,353480.0,R,Drama
Jimi: All is By My Side,5000000.0,340911.0,927074.0,R,Drama
"Lovely, Still",5000000.0,127564.0,282687.0,PG,Drama
Redacted,5000000.0,65388.0,861325.0,R,Drama
Rudderless,5000000.0,56001.0,567219.0,R,Drama
Grace,5000000.0,8297.0,8297.0,R,Horror
Yoga Hosers,5000000.0,0.0,2199.0,PG-13,Adventure
Reach Me,5000000.0,0.0,0.0,R,Drama
Henry & Me,5000000.0,0.0,0.0,PG,Adventure
Mommy,4900000.0,3498695.0,17536004.0,R,Drama
Sling Blade,4833610.0,24475416.0,34175000.0,R,Drama
Hostel,4800000.0,47326473.0,82241110.0,R,Horror
Take Shelter,4750000.0,1728953.0,4972016.0,R,Drama
The Texas Chainsaw Massacre 2,4700000.0,8025872.0,8025872.0,,Horror
Lady in White,4700000.0,1705139.0,1705139.0,,Horror
