School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth Percentile All Grades,NWEA Math Growth Percentile Grade 3,NWEA Math Growth Percentile Grade 4,NWEA Math Growth Percentile Grade 5,NWEA Math Growth Percentile Grade 6,NWEA Math Growth Percentile Grade 7,NWEA Math Growth Percentile Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,Suspensions Per 100 students 2013,Suspensions Per 100 students 2012,Percentage Misconducts Resulting in Suspension 2013,Percentage Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspension 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Grade 3-8 On-Track Percentage 2013,One-Year Drop Out Rate Percentage 2013,One-Year Drop Out Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
610179,Washington D Smyser Elementary School,4310 N Melvina Ave,Chicago,IL,60634,(773) 534-3711,http://www.smyser.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,91.9,100,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,PENDING CERTIFICATION,STRONG,91,88,91,83,83,74,47,99,99,99,95,88,60,99,82,95,89,87,85,69,65,64,84,95,93,93,79,77,50,81,1.5,1.4,50,55.6,1.7,2.4,94.8,95.7,95.8,96.4,78.4,,,1134202.834,1928091.892,41.95889037,-87.78201198,"{'latitude': '-87.78201198', 'longitude': '41.95889037'}",,,,,,
610006,Edward N Hurley Elementary School,3849 W 69th Pl,Chicago,IL,60629,(773) 535-2068,http://www.hurley.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,91.6,87,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,WEAK,NEUTRAL,WEAK,PENDING CERTIFICATION,EXCELLING,73,74,95,57,53,43,19,76,79,75,71,74,58,30,33,32,38,59,24,34,27,26,46,28,43,60,30,57,48,44,2.3,2.8,32.8,65.7,1.3,1.3,96.2,96.2,94,95.3,87.4,,,1151703.802,1858195.038,41.7667583,-87.71950804,"{'latitude': '-87.71950804', 'longitude': '41.7667583'}",,,,,,
609828,Jonathan Burr Elementary School,1621 W Wabansia Ave,Chicago,IL,60622,(773) 534-4090,http://www.burr.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,95.9,95.5,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,88,93,88,86,62,60,54,86,80,55,86,54,73,95,64,94,67,78,55,43,59,38,48,83,50,55,59,30,35,44,0.9,1.4,,,,,95.9,96.3,96.5,97.4,83.7,,,1165168.464,1911344.181,41.91233061,-87.66864691,"{'latitude': '-87.66864691', 'longitude': '41.91233061'}",,,,,,
610329,Orozco Fine Arts & Sciences Elementary School,1940 W 18th St,Chicago,IL,60608,(773) 534-7215,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,90.7,94.4,NEUTRAL,WEAK,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,STRONG,NOT CERTIFIED,DEVELOPING,93,99,93,99,49,79,92,92,99,90,99,36,65,95,74,,95,98,94,50,63,74,72,,97,98,99,38,51,76,8.3,10.1,77.3,71.1,2.2,2.5,96.7,97.4,95,95.4,74.7,,,1163539.274,1891453.147,41.85778248,-87.67519253,"{'latitude': '-87.67519253', 'longitude': '41.85778248'}",,,,,,
610544,Mariano Azuela Elementary School,4707 W Marquette Rd,Chicago,IL,60629,(773) 535-7395,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,95.2,89.8,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,STRONG,PENDING CERTIFICATION,STRONG,89,56,53,83,44,99,85,77,9,18,92,88,70,92,40,30,49,26,39,41,52,46,41,48,29,26,53,46,32,54,2.4,1.9,34.4,18.5,2.8,2.3,95.5,96.1,95.6,96.9,80.9,,,1146123.64,1859720.388,41.77105158,-87.73992325,"{'latitude': '-87.73992325', 'longitude': '41.77105158'}",,,,,,
610199,Johnnie Colemon Elementary Academy,1441 W 119th St,Chicago,IL,60643,(773) 535-3975,http://www.colemon.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,82.1,86.7,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,NEUTRAL,WEAK,STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,96,75,97,3,99,86,90,16,84,94,21,1,1,27,37,27,31,70,5,60,34,55,15,41,24,33,6,8,8,22,15.7,23.9,34.1,79,1.8,1.4,95.5,96.5,94.9,96.2,82.4,,,1168705.904,1825787.71,41.67747786,-87.65812011,"{'latitude': '-87.65812011', 'longitude': '41.67747786'}",,,,,,
610503,Frazier Prospective IB Magnet ES,4027 W Grenshaw St,Chicago,IL,60624,(773) 534-6880,http://www.cps.edu,2013,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,93.2,100,WEAK,STRONG,STRONG,VERY WEAK,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NOT CERTIFIED,EMERGING,93,84,71,93,86,94,39,96,99,92,93,63,78,5,72,77,68,76,75,51,83,59,79,69,89,78,76,49,90,78,33,15.2,30.1,89.2,1.5,1.6,96.2,97.1,95.1,96.1,83.3,,,1149588.241,1894694.332,41.86695871,-87.72631742,"{'latitude': '-87.72631742', 'longitude': '41.86695871'}",,,,,,
610206,Mark Twain Elementary School,5134 S Lotus Ave,Chicago,IL,60638,(773) 535-2290,http://www.twain.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,92.3,90,VERY STRONG,STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,PENDING CERTIFICATION,DEVELOPING,86,74,49,74,61,72,97,92,68,47,84,66,78,99,65,78,65,65,65,51,51,75,54,67,50,43,51,48,41,77,1.3,0.6,23.8,10.8,2.7,2.1,95.7,96.6,96.3,97.1,74.6,,,1140861.083,1869888.283,41.79905206,-87.75896524,"{'latitude': '-87.75896524', 'longitude': '41.79905206'}",,,,,,
610213,James Wadsworth Elementary School,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0730,http://cuip.uchicago.edu/schools/wadsworth/,,LEVEL 3,ON PROBATION,7,PARTIALLY ORGANIZED,0,64.3,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,STRONG,NEUTRAL,NOT CERTIFIED,EMERGING,1,3,40,8,,,,14,43,31,15,,,,5,2,3,24,9,,,,3,1,2,8,3,,,,21.6,6.8,40.2,58.6,1.9,1.7,92.1,93.6,94.9,95.6,62.8,,,1183997.399,1860905.944,41.77350389,-87.60105531,"{'latitude': '-87.60105531', 'longitude': '41.77350389'}",,,,,,
610298,Lenart Elementary Regional Gifted Center,8101 S LaSalle St,Chicago,IL,60620,(773) 535-0040,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,96.8,86.7,NEUTRAL,NEUTRAL,WEAK,VERY WEAK,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,99,99,99,98,99,99,99,99,69,69,60,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.6,,9.1,,5,,96.9,97.7,95.4,98.1,95.3,,,1176725.617,1851241.455,41.74715024,-87.62800231,"{'latitude': '-87.62800231', 'longitude': '41.74715024'}",,,,,,
610268,Arthur R Ashe Elementary School,8505 S Ingleside Ave,Chicago,IL,60619,(773) 535-3550,http://www.cps.edu,,LEVEL 3,ON PROBATION,7,MODERATELY ORGANIZED,80,91.7,WEAK,STRONG,STRONG,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,52,26,54,74,24,30,88,89,17,1,99,45,43,99,3,1,7,9,12,0,2,13,13,0,5,4,52,3,11,58,53,43.4,66.8,67.9,2.9,3.2,88.2,89.7,92.5,94.5,45,,,1184078.661,1848752.991,41.74015307,-87.60113659,"{'latitude': '-87.60113659', 'longitude': '41.74015307'}",,,,,,
610230,Wildwood Elementary School,6950 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1188,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,93,88.5,VERY STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,VERY WEAK,HEALTHY SCHOOLS CERTIFIED,EXCELLING,99,58,97,57,83,99,99,99,88,99,99,89,99,99,98,98,93,98,84,95,99,99,99,87,90,99,99,98,99,98,,0.2,,,,,95.6,96,94.9,95.5,89.5,,,1135078.471,1945800.949,42.00747007,-87.77837089,"{'latitude': '-87.77837089', 'longitude': '42.00747007'}",,,,,,
610252,Robert Nathaniel Dett Elementary School,2131 W Monroe St,Chicago,IL,60612,(773) 534-7160,http://www.dett.cps.k12.il.us,,LEVEL 3,ON PROBATION,1,WELL-ORGANIZED,91.4,100,STRONG,STRONG,VERY STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,0,0,,8,30,1,16,0,0,,0,27,48,46,1,0,0,,1,1,1,7,3,3,0,,2,6,17,22,9.4,7,95,94.4,3,3.5,95,94.4,93.7,93.4,71.2,,,1162083.381,1899481.098,41.87984242,-87.68031236,"{'latitude': '-87.68031236', 'longitude': '41.87984242'}",,,,,,
610231,National Teachers Elementary Academy,55 W Cermak Rd,Chicago,IL,60616,(773) 534-9970,http://www.cps.edu,,LEVEL 3,ON PROBATION,1,NOT YET ORGANIZED,53,69.7,WEAK,WEAK,VERY WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,WEAK,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,35,85,48,33,30,54,9,1,11,14,3,9,10,21,15,36,29,26,19,3,22,6,13,52,15,27,13,6,12,7,56.4,31.2,88.4,73.8,2.3,2.3,94.4,95.6,94.9,96.9,58.5,,,1176061.392,1889726.757,41.85277255,-87.62928114,"{'latitude': '-87.62928114', 'longitude': '41.85277255'}",,,,,,
610290,Benjamin E Mays Elementary Academy,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3892,http://www.mays.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,84.7,94.1,WEAK,NEUTRAL,STRONG,WEAK,WEAK,WEAK,STRONG,STRONG,VERY STRONG,NOT CERTIFIED,DEVELOPING,71,97,2,89,44,32,62,61,98,7,36,52,42,87,25,17,34,15,42,32,17,27,22,32,38,18,23,39,15,17,1.3,,2.8,14.2,4,4.3,95,96.3,96.6,96.2,58.8,,,1174114.357,1860550.724,41.77275433,-87.63729464,"{'latitude': '-87.63729464', 'longitude': '41.77275433'}",,,,,,
610218,Joseph Warren Elementary School,9239 S Jeffery Ave,Chicago,IL,60617,(773) 535-6625,http://www.warren.cps.k12.il.us,,LEVEL 3,ON PROBATION,1,WELL-ORGANIZED,94,92.9,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,60,15,24,97,62,82,48,99,6,97,99,96,73,99,11,4,3,47,20,9,15,12,10,1,0,52,47,14,9,19,13.3,20.3,79.6,77.9,2.3,2.5,94,96.2,96.3,94.5,62.9,,,1191168.455,1843939.067,41.72677474,-87.5753162,"{'latitude': '-87.5753162', 'longitude': '41.72677474'}",,,,,,
610226,Socorro Sandoval Elementary School,5534 S Saint Louis Ave,Chicago,IL,60629,(773) 535-0457,http://www.sandoval.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,0,71.4,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,WEAK,NEUTRAL,NEUTRAL,PENDING CERTIFICATION,EMERGING,22,44,18,48,,,,70,91,25,72,,,,34,33,53,25,36,,,,53,23,78,43,55,,,,1.8,1,22.9,60,3,4.3,95.6,96.3,94,96,68.1,,,1153950.752,1867537.733,41.79235177,-87.71102417,"{'latitude': '-87.71102417', 'longitude': '41.79235177'}",,,,,,
610276,Irvin C Mollison Elementary School,4415 S Dr Martin L King Jr Dr,Chicago,IL,60653,(773) 535-1804,http://www.cps.edu,,LEVEL 2,ON PROBATION,6,WELL-ORGANIZED,90.4,86.7,NEUTRAL,STRONG,STRONG,STRONG,STRONG,WEAK,STRONG,WEAK,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,56,92,39,72,31,34,22,99,97,99,99,99,99,77,7,0,21,22,21,2,13,16,35,2,31,75,56,17,31,55,11,19.9,65.9,96,3.1,1.8,93.5,93.2,95.4,95.1,63.6,,,1179638.34,1875750.718,41.81434006,-87.61658079,"{'latitude': '-87.61658079', 'longitude': '41.81434006'}",,,,,,
610523,Edison Park Elementary School,6220 N Olcott Ave,Chicago,IL,60631,(773) 534-0960,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,100,88,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY WEAK,HEALTHY SCHOOLS CERTIFIED,STRONG,76,78,29,76,52,79,95,91,48,96,94,51,74,68,92,95,97,79,83,89,83,88,87,97,81,88,90,93,66,75,1.6,4.7,70,66.7,1.6,1.6,95.3,96.4,95.9,96.7,84.7,,,1125476.537,1940915.071,41.99422812,-87.81380814,"{'latitude': '-87.81380814', 'longitude': '41.99422812'}",,,,,,
610299,William A Hinton Elementary School,644 W 71st St,Chicago,IL,60621,(773) 535-3875,http://www.hintonschool.org/,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,88.6,88.2,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,WEAK,STRONG,STRONG,NOT CERTIFIED,EMERGING,16,13,72,26,19,52,15,94,5,17,99,99,99,57,1,0,0,5,4,0,6,7,4,0,0,4,14,8,8,25,26.6,15,67.6,79.3,2.5,1.5,93.5,94.5,94,95.1,59.4,,,1173035.972,1857848.339,41.76536255,-87.6413274,"{'latitude': '-87.6413274', 'longitude': '41.76536255'}",,,,,,
610355,Mary E Courtenay Elementary Language Arts Center,4420 N Beacon St,Chicago,IL,60640,(773) 534-5790,http://www.courtenay.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,63.2,88.2,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,NOT CERTIFIED,STRONG,99,99,92,99,99,98,86,99,99,94,99,99,99,50,84,99,87,87,79,55,87,54,80,96,79,91,89,48,83,45,0.7,1.2,,20,,2.7,95.1,95.7,93.9,94.9,84.8,,,1166321.035,1929570.108,41.9623189,-87.66388983,"{'latitude': '-87.66388983', 'longitude': '41.9623189'}",,,,,,
610238,Carrie Jacobs Bond Elementary School,7050 S May St,Chicago,IL,60621,(773) 535-3480,http://www.cps.edu,,LEVEL 3,ON PROBATION,7,ORGANIZED,52.1,66.7,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,88,10,13,95,74,99,99,2,32,15,2,3,25,45,0,0,0,0,1,0,2,15,0,0,0,1,1,0,0,2,68.5,27.6,81.3,73.3,2.4,3.6,89.8,93.1,93.1,95.4,47.2,,,1169836.444,1857831.503,41.76538639,-87.65305514,"{'latitude': '-87.65305514', 'longitude': '41.76538639'}",,,,,,
610368,Langston Hughes Elementary School,240 W 104th St,Chicago,IL,60628,(773) 535-5075,http://www.hughesl.cps.k12.il.us,,LEVEL 3,ON PROBATION,9,PARTIALLY ORGANIZED,89.8,69.2,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,53,78,4,36,95,58,27,22,7,45,13,51,46,68,4,0,24,11,4,9,27,2,3,1,2,10,4,2,19,7,7.7,9,47.8,33.1,2.3,2.4,90.5,92.6,94.8,95.7,47.3,,,1176345.568,1836013.039,41.70536999,-87.62985093,"{'latitude': '-87.62985093', 'longitude': '41.70536999'}",,,,,,
610312,Mary E McDowell Elementary School,1419 E 89th St,Chicago,IL,60619,(773) 535-6404,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,0,91.7,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,78,83,23,85,,,,96,85,95,47,,,,35,52,54,36,12,,,,41,34,44,70,15,,,,1.1,5.3,15.4,66.7,1,1.8,94.8,95.9,94,95.5,75.8,,,1187249.141,1846211.629,41.7331047,-87.58960096,"{'latitude': '-87.58960096', 'longitude': '41.7331047'}",,,,,,
610504,Velma F Thomas Early Childhood Center,3625 S Hoyne Ave,Chicago,IL,60609,(773) 535-4088,http://www.cps.edu,,,,,NOT ENOUGH DATA,0,46.2,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,95.6,,,,1162992.823,1880511.57,41.82776914,-87.67750501,"{'latitude': '-87.67750501', 'longitude': '41.82776914'}",,,,,,
610200,James N Thorp Elementary School,8914 S Buffalo Ave,Chicago,IL,60617,(773) 535-6250,http://www.jnthorp.org/,,LEVEL 3,ON PROBATION,4,PARTIALLY ORGANIZED,100,80,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,0,36,0,16,4,1,13,40,64,45,80,28,24,21,2,3,10,1,7,1,1,16,6,1,9,15,27,5,2,18,25.5,15.7,55.1,47,2.5,3.3,90.9,92.9,94,94.5,52.7,,,1199554.7,1846396.13,41.73331035,-87.54451462,"{'latitude': '-87.54451462', 'longitude': '41.73331035'}",,,,,,
610350,Robert A Black Magnet Elementary School,9101 S Euclid Ave,Chicago,IL,60619,(773) 535-6390,http://www.blackmagnet.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,90.3,85.7,NEUTRAL,WEAK,NEUTRAL,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,79,67,90,94,79,20,39,38,95,32,40,15,25,36,69,91,65,84,74,56,39,48,37,57,65,63,32,23,25,19,5.8,0.2,62.8,,2,,95.6,96.6,93.6,93.8,86.3,,,1190807.321,1844986.038,41.72965645,-87.57660534,"{'latitude': '-87.57660534', 'longitude': '41.72965645'}",,,,,,
610207,John H Vanderpoel Elementary Magnet School,9510 S Prospect Ave,Chicago,IL,60643,(773) 535-2690,http://www.vanderpoel.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,94.9,73.3,NEUTRAL,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,NOT CERTIFIED,EMERGING,96,97,99,92,86,36,65,86,99,35,78,87,60,42,66,66,78,93,69,60,39,61,45,30,78,49,49,62,34,38,4.3,,68.4,,2.5,,95.8,97.1,94.7,96.3,90.2,,,1166544.213,1841551.135,41.72078152,-87.66558526,"{'latitude': '-87.66558526', 'longitude': '41.72078152'}",,,,,,
610308,Wilma Rudolph Elementary Learning Center,110 N Paulina St,Chicago,IL,60612,(773) 534-7460,http://www.rudolph.cps.k12.il.us,,,,,NOT ENOUGH DATA,0,42.9,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,81.3,95.6,95.4,41.4,,,1165013.632,1900863.727,41.88357478,-87.66951363,"{'latitude': '-87.66951363', 'longitude': '41.88357478'}",,,,,,
610369,Mahalia Jackson Elementary School,917 W 88th St,Chicago,IL,60620,(773) 535-3341,http://www.mjackson.cps.k12.il.us,,LEVEL 3,ON PROBATION,11,MODERATELY ORGANIZED,86.2,89.5,NEUTRAL,VERY STRONG,VERY STRONG,WEAK,WEAK,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,NOT CERTIFIED,DEVELOPING,1,14,21,0,2,19,75,0,9,14,0,30,11,8,1,0,0,3,0,1,9,4,1,9,0,2,0,1,1,5,49.1,57.8,41.9,92.4,2.4,1.4,90.8,92.8,93.8,92.8,59.6,,,1171645.681,1846444.016,41.73409818,-87.64675679,"{'latitude': '-87.64675679', 'longitude': '41.73409818'}",,,,,,
610548,STEM Magnet Academy,1522 W Fillmore St,Chicago,IL,60607,(773) 534-7300,http://www.cps.edu,,NOT ENOUGH DATA,NOT ON PROBATION,,MODERATELY ORGANIZED,0,100,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,WEAK,WEAK,STRONG,NOT CERTIFIED,INCOMPLETE DATA,99,99,99,,,,,99,99,99,,,,,99,99,97,98,,,,,97,97,98,98,,,,,2.1,0.4,60,,2.2,,96.7,96.8,96.7,97.5,84.3,,,1166295.215,1895417.806,41.86860344,-87.66496329,"{'latitude': '-87.66496329', 'longitude': '41.86860344'}",,,,,,
610237,Ludwig Van Beethoven Elementary School,25 W 47th St,Chicago,IL,60609,(773) 535-1480,http://www.cps.edu,,LEVEL 3,ON PROBATION,3,MODERATELY ORGANIZED,63.9,87,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,12,66,,33,19,53,22,53,94,19,43,5,52,83,2,2,51,,0,0,10,4,9,2,23,5,2,1,19,46,3.2,13.7,28.6,45.9,2.6,2,91.8,95.2,93.1,92.6,54.7,,,1176782.61,1873820.331,41.80910779,-87.62711401,"{'latitude': '-87.62711401', 'longitude': '41.80910779'}",,,,,,
610254,Dvorak Technology Academy,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,http://www.dvorak.cps.k12.il.us,,LEVEL 3,ON PROBATION,7,WELL-ORGANIZED,55.3,93.3,NEUTRAL,STRONG,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,2,41,0,77,5,52,10,1,48,2,24,10,2,9,1,5,2,0,3,0,2,7,1,6,2,0,2,1,0,2,3.3,1.5,39.5,50,2.1,3.5,92.8,94,93.7,94.5,56.3,,,1152488.851,1891762.257,41.85885599,-87.71574626,"{'latitude': '-87.71574626', 'longitude': '41.85885599'}",,,,,,
610339,Amos Alonzo Stagg Elementary School,7424 S Morgan St,Chicago,IL,60621,(773) 535-3565,http://www.stagg.cps.k12.il.us,,LEVEL 3,ON PROBATION,7,MODERATELY ORGANIZED,67.1,92.9,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,VERY STRONG,NOT CERTIFIED,EMERGING,68,30,35,47,64,96,60,99,62,78,58,90,98,99,2,4,0,6,1,4,1,6,6,16,2,23,4,9,1,18,63,20.8,79.4,44.9,2.2,4,93.2,93.1,97.9,93.3,56.1,,,1170892.32,1855485.867,41.75892669,-87.6492534,"{'latitude': '-87.6492534', 'longitude': '41.75892669'}",,,,,,
610227,Eli Whitney Elementary School,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,NOT YET ORGANIZED,99.7,80.7,WEAK,NEUTRAL,NEUTRAL,VERY WEAK,VERY WEAK,NEUTRAL,VERY WEAK,WEAK,WEAK,HEALTHY SCHOOLS CERTIFIED,STRONG,36,50,22,50,34,32,77,88,95,45,23,92,73,97,32,59,52,19,21,23,37,56,33,40,58,32,12,35,26,61,5.6,6.1,52.6,48.9,1.6,2.2,95.3,96.2,94.5,95.4,82,,,1149877.98,1884894.804,41.84006197,-87.7255084,"{'latitude': '-87.7255084', 'longitude': '41.84006197'}",,,,,,
610248,Chicago Academy Elementary School,3400 N Austin Ave,Chicago,IL,60634,(773) 534-3885,http://www.chicagoacademy.org/,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,93.3,93.6,STRONG,WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,84,50,87,86,51,75,79,90,98,98,88,18,46,70,69,43,55,69,72,68,75,79,77,95,68,84,82,55,64,77,5.8,2.8,43.8,41.5,1.7,2.4,96.5,97,95.8,96.3,88.6,,,1135740.091,1922002.941,41.94215439,-87.77650575,"{'latitude': '-87.77650575', 'longitude': '41.94215439'}",,,,,,
610521,Sir Miles Davis Magnet Elementary Academy,6730 S Paulina St,Chicago,IL,60636,(773) 535-9120,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,85.5,100,STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,99,58,42,92,99,88,99,99,73,93,99,99,81,90,16,13,25,41,4,34,3,31,36,32,60,56,41,46,8,29,43.7,82.1,78.3,95.3,1.9,2.1,91.8,92.9,94.7,94.2,67.6,,,1166133.893,1859929.018,41.77122181,-87.66656657,"{'latitude': '-87.66656657', 'longitude': '41.77122181'}",,,,,,
